gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_wb
col-149,22.714686756409574,7.500056835896123,1.5404891005741956,4.06359818111402e-8,5.515799846891083e-6,B0024.1
C52E2.2,77.7210617201698,-5.584647044751751,1.1129433614417044,4.687613315404959e-8,6.296538927306973e-6,C52E2.2
F56A4.2,139.0862540040712,5.52731478682688,1.1032595777590353,4.8034486781921036e-8,6.385615536627545e-6,F56A4.2
far-2,691.7980010910039,2.1444078036393615,0.5292573990231286,5.0026526315569195e-8,6.582572008563927e-6,F02A9.3
F53F1.4,36.19805868595196,7.334585263339522,1.5145895984396918,5.148812507588807e-8,6.70645831165229e-6,F53F1.4
allo-1,283.317505857083,-1.9567780931819687,0.4665980482894994,5.354434808200082e-8,6.904543685174006e-6,R102.5
pmt-2,256.8238926716018,2.959124904727508,0.7365618433852871,5.462802015495169e-8,6.974537820773288e-6,F54D11.1
sqt-1,63.24288622871858,8.19532362623132,1.7997555190113874,6.432020829031739e-8,8.131461626506302e-6,B0491.2
F14F9.6,24.720909264253226,-5.698747387168118,1.1541550092098278,6.556504054296108e-8,8.20836114370372e-6,F14F9.6
fkb-5,142.5284583963645,3.5540565654284015,0.8332904589277323,7.369850136965324e-8,9.050877858682653e-6,C50F2.6
lpr-4,141.99342832426228,7.131999793872632,1.4888865885685325,7.310289198018488e-8,9.050877858682653e-6,W04G3.3
noah-1,160.66137088900686,4.659054537986663,0.977728020961643,7.571244619477922e-8,9.210490506430925e-6,C34G6.6
erd-2.1,167.47067623100298,1.7376779484710292,0.39791932445933126,7.781075891699834e-8,9.377287254529847e-6,F09B9.3
nra-1,155.98570499900964,-2.6975993481891014,0.700583955888204,7.980776207879128e-8,9.52889900005568e-6,T28F3.1
T23G7.3,428.21380459679887,-2.0266896289976897,0.5051991639767861,9.062129254908034e-8,1.0720748324957716e-5,T23G7.3
