gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,compared_condition,gene_wb
K02E10.7,34.12120571311891,4.3646992013106445,0.7101009263092767,4.822720259321011e-11,5.5440432807424566e-9,A,K02E10.7
clec-41,81.99387169104541,4.206815836898508,0.6819846093830642,5.0951050402652104e-11,5.797968248383847e-9,A,B0365.6
flp-27,787.0586829673581,-2.4815608651583525,0.4072353026123131,5.60827426491842e-11,6.2223802969269875e-9,A,C25H3.5
acs-17,279.5009965998301,-2.435262656951512,0.4031666098023839,6.870793462290528e-11,7.437214972108626e-9,A,C46F4.2
brp-1,341.84389053086375,-2.1268930306703093,0.3636818825857026,9.430704031746385e-11,9.965110593545347e-9,A,Y79H2A.1
npa-1,336.23302121548403,-2.5112123290536257,0.4187455503464326,1.065164017982001e-10,1.1079370105790908e-8,A,VC5.3
dhs-21,153.1277214488725,-2.7795369298447556,0.4577804573971317,1.1498116894596971e-10,1.1867126227493338e-8,A,R11D1.11
cyp-34A2,272.6681251401975,-3.9499334239896937,0.6509885140534954,1.236520637632632e-10,1.2663873668800663e-8,A,T10H4.11
fbxa-14,74.58769651201456,4.218630013317911,0.7033504922040535,1.418039896050137e-10,1.4412048225962995e-8,A,Y82E9BL.10
scl-20,71.3343873691745,-6.082754114429161,1.0949655422847846,1.4475344619477793e-10,1.4600358959373283e-8,A,ZK384.2
pck-1,197.53331250293343,-2.624895013080061,0.44123909757481183,1.79666339756072e-10,1.7985546221897314e-8,A,W05G11.6
F13D12.3,63.00871920593005,-3.1612180176006435,0.5241507290259072,2.0726378456111477e-10,2.0440815019605052e-8,A,F13D12.3
VB0393L.2,245.14783335022727,-2.682846285414962,0.45357700599923273,2.43628278673628e-10,2.3850491928387374e-8,A,VB0393L.2
lact-2,170.07720965114342,-2.9546665792708873,0.4955241063482751,2.6877676602014447e-10,2.5931114947769592e-8,A,ZK945.1
T10B11.5,25.03298531130444,-3.7848266806164648,0.6382523543392384,3.2162872420011233e-10,3.036996336170422e-8,A,T10B11.5
Y71H2B.4,359.86528687737547,-2.458532098952748,0.42525826820343743,3.255206892191676e-10,3.052100321312675e-8,A,Y71H2B.4
F59A7.11,38.12787120832113,-6.559207793926782,1.247991107362362,3.7878966279472005e-10,3.47807280720614e-8,A,F59A7.11
spp-17,93.14649540229453,4.690375193357811,0.8248840884365708,4.821020570868415e-10,4.3664672027579646e-8,A,C54G6.5
lec-10,288.2131539544697,3.7373744263328375,0.641747314102447,6.141778670693864e-10,5.3850403698280107e-8,A,W01A11.4
cyp-34A4,256.35438446626563,-4.50658972205383,0.7939155163498182,6.481394204315907e-10,5.60345989845857e-8,A,T09H2.1
tre-2,178.7645393317019,-2.147239811309288,0.3894200887345618,6.714811495297358e-10,5.7509857090051164e-8,A,T05A12.2
abhd-3.2,70.74880632448927,4.20146021525698,0.7345061161567767,7.289041934070121e-10,6.142171158874025e-8,A,C44C1.5
lact-4,311.08461296229615,-2.8992609150417565,0.5038249166097242,8.20491036773497e-10,6.870451360756188e-8,A,M05D6.4
C32H11.4,148.64177732931722,5.010516545783197,0.9095223251632903,8.33085662720659e-10,6.932314070914285e-8,A,C32H11.4
F23D12.3,108.33515846775126,3.382781767609961,0.5845875929892272,8.68354546776252e-10,7.180914556384483e-8,A,F23D12.3
Y71H2AM.12,29.874718142060168,-4.199559267450668,0.7411890094139608,9.905993335721288e-10,8.141258967394644e-8,A,Y71H2AM.13
let-754,105.59390479855371,1.9162564417317633,0.36030137983058436,1.2393592067200146e-9,1.000050210804259e-7,A,C29E4.8
R05D8.7,158.21322632175304,-3.7054236289746734,0.6496598233917062,1.232828488418875e-9,1.000050210804259e-7,A,R05D8.7
nlp-43,654.1866216846444,-2.7148983646185236,0.48531198500104333,1.5214933682692367e-9,1.220311006333531e-7,A,C45G9.13
K10G4.15,33.91188281008912,-4.8037763590009925,0.8864808349809408,1.8069076039378934e-9,1.4405489723849766e-7,A,K10G4.15
F36D1.15,18.225110404957,-4.176916406337502,0.7516327880129772,1.8526531936030616e-9,1.4682276559304264e-7,A,F36D1.15
C16C4.1,76.7616147057876,-5.302306409988761,1.0051228738774822,1.9276121527881678e-9,1.5185933847468443e-7,A,C16C4.1
ins-29,244.13390786900666,-2.2628202329648404,0.4218510210990602,2.0021265966154017e-9,1.5680184416080856e-7,A,ZC334.10
F45E1.4,22.128356266980212,-5.031250929311621,0.9437272338313865,2.1051207230506266e-9,1.6177209836326507e-7,A,F45E1.4
T26G10.5,1078.2673478605766,-2.32189026724763,0.43212523913263123,2.191964621608078e-9,1.658171418868747e-7,A,T26G10.5
W06G6.20,164.20005604180176,-3.660076627262153,0.6531378760992451,2.1870470808706597e-9,1.658171418868747e-7,A,W06G6.20
nlp-79,228.48477988219648,-3.180887533197987,0.5671697213479274,2.2355449715550672e-9,1.6815845057222693e-7,A,F09E8.8
coa-4,182.746163160052,1.249651348097227,0.23375220404122532,2.8333293185073985e-9,2.0841406931827352e-7,A,T20D3.3
C25H3.10,26.561291250567507,-4.074357757976149,0.7424303096246284,2.9894778518691954e-9,2.1631471804231774e-7,A,C25H3.10
mel-26,463.59636197923714,-1.8839477959611888,0.3661247486673932,3.0381998537404347e-9,2.1865185325783864e-7,A,ZK858.4
H06I04.3,303.0771172559463,1.4763993998788203,0.28506147632581064,3.0849434824562906e-9,2.20822244760339e-7,A,H06I04.3
cyp-37A1,29.80813316069066,-4.147679263872233,0.7606368177542417,3.350335697272034e-9,2.3840902269124993e-7,A,F01D5.9
Y77E11A.12,61.165335320885916,-3.6027181200586353,0.6516624707313686,3.366448570373666e-9,2.3840902269124993e-7,A,Y77E11A.12
cyp-35B1,183.8067860354481,-5.90100918174541,1.1817496848052738,3.42570757558167e-9,2.413220669909754e-7,A,K07C6.4
nol-56,972.7541645791435,1.9718944202260533,0.3842139823630608,3.7051963449240786e-9,2.57925928301504e-7,A,K07C5.4
clec-146,240.71477667531596,-2.414913062856595,0.4571322359229799,4.341063324569184e-9,2.979222531098666e-7,A,Y48E1B.9
F47E1.2,73.95355258436513,-4.011717035632245,0.739835043170706,4.485033326381598e-9,3.0622427542279284e-7,A,F47E1.2
T19H12.3,90.65074291107562,2.683863862531827,0.5003715864776755,4.831032474741168e-9,3.2816513453420365e-7,A,T19H12.3
C38C3.4,37.73466259036499,-2.8630178578885794,0.5305862311271268,5.285506737449143e-9,3.5362430503717533e-7,A,C38C3.4
ins-15,25.77649116867567,-4.615210040261066,0.8788000543947967,5.574972398047863e-9,3.711259125380462e-7,A,F41G3.17
F36F2.2,141.72319337270056,-2.3795511409451087,0.45610444036620557,5.625109968117406e-9,3.726005677388814e-7,A,F36F2.2
dpf-6,228.53254102421346,-3.7240767950661957,0.6883532726677472,5.913652379391401e-9,3.878540284690498e-7,A,F44B9.1
Y39H10A.1,934.526749018977,-3.996135237483527,0.7493969478377297,7.262865436454947e-9,4.7400877657333903e-7,A,Y39H10A.1
emre-1,159.78969661849115,-2.2461434104724702,0.4403831245917551,7.595016173203666e-9,4.932685138050421e-7,A,F20D1.10
W02F12.2,65.98293153968132,-2.8475417152591644,0.5369758273182874,8.304247798268507e-9,5.36712403816247e-7,A,W02F12.2
B0563.9,26.37025553397403,-5.978668519313362,1.2541913653644332,8.854537492827171e-9,5.695135854082172e-7,A,B0563.9
Y51F10.7,112.73565369883534,4.937908543110212,0.9745778694271866,9.234729914187959e-9,5.911115099879735e-7,A,Y51F10.7
dhs-23,23.55807862896361,-4.622336975813596,0.9055542498610917,1.1606646986758763e-8,7.393822869938094e-7,A,R08H2.1
nol-58,1405.1390530020583,1.7985090640376942,0.36913663019011117,1.1910277912242347e-8,7.479879251112954e-7,A,W01B11.3
C49F8.3,150.94140316386213,2.634088059535708,0.5096657285208958,1.1846766672347281e-8,7.479879251112954e-7,A,C49F8.3
cpi-2,268.46735581929426,-1.751131716859317,0.3627522425163985,1.4775790741794363e-8,9.107633237789358e-7,A,R01B10.1
C17H12.4,28.760064825126218,-4.119540776344864,0.7993847861142669,1.601242939490851e-8,9.734679678712873e-7,A,C17H12.4
E02A10.4,2470.7943953721865,-1.7322024130550593,0.3604132818740273,1.6456135356448542e-8,9.95895391526163e-7,A,E02A10.4
F55G11.8,16.594658189214012,5.543024324818262,1.1651923563826068,1.7196690504020317e-8,1.0360033365182194e-6,A,F55G11.8
ugt-33,29.212605242219947,-6.012261389904272,1.30747629603046,1.7649032747723805e-8,1.0584649639783548e-6,A,C35A5.2
K01G5.5,476.1283250005305,1.3928130685377011,0.2855347242967418,1.9673150334924313e-8,1.1745664733595619e-6,A,K01G5.5
B0238.1,111.03133222350571,-1.9433082766493213,0.40617885712370905,2.133817239535558e-8,1.2682876217489473e-6,A,B0238.1
F28H7.3,141.45552250099044,3.857810287519824,0.7538631269421188,2.3643279876212298e-8,1.3928611870437634e-6,A,F28H7.3
M176.4,344.19632865567337,-2.085847292343999,0.4340630348414386,2.403671543417376e-8,1.4098010100907023e-6,A,M176.4
mthf-1,414.59470345279345,1.6947409358817698,0.35872164646089544,2.514195893317361e-8,1.4617469049618927e-6,A,C06A8.1
F13H6.3,81.18818855179154,-3.3101900505789015,0.6441174391938357,2.503741852204777e-8,1.4617469049618927e-6,A,F13H6.3
F26G1.2,177.21661306906077,-2.8833056985653216,0.5677383651193317,2.5814649642003686e-8,1.494331501450596e-6,A,F26G1.2
fipr-3,126.29903581339552,3.9399251722641733,0.774730813910627,2.5987559013571813e-8,1.4978284013276843e-6,A,F23D12.6
szy-2,346.23985703778,-1.5541160892573544,0.3278491896467876,2.666588370150487e-8,1.5238243915286133e-6,A,Y32H12A.4
acdh-10,245.1704149493958,-2.230627392319214,0.4608123300367407,2.6667499115680253e-8,1.5238243915286133e-6,A,T08G2.3
E04F6.8,29.997063926643936,-4.30712219256155,0.8693938113175881,3.45870970502292e-8,1.9512398734184387e-6,A,E04F6.8
sod-4,288.47262498318383,-1.5629647889582756,0.3340766487911091,3.595923402203355e-8,2.020089627718796e-6,A,F55H2.1
F23B12.4,52.962273751794,2.7195496704560203,0.5528050284977043,4.4266505794792144e-8,2.4556844089660943e-6,A,F23B12.4
F19H8.2,139.65597947096154,2.694004059864964,0.5498375212207742,4.6785142189944985e-8,2.584636444468579e-6,A,F19H8.2
K12H4.3,140.6173180542025,1.631881396133021,0.3543291066170743,4.7525747835192334e-8,2.6147016804865733e-6,A,K12H4.3
ugt-4,17.74461182166065,-4.247136348457859,0.8671368024852473,4.779635261494045e-8,2.6187680605568606e-6,A,ZC455.5
ubc-1,869.1879097010049,-1.6083996236943747,0.34908089859986696,4.821953490256611e-8,2.631126588904775e-6,A,C35B1.1
gur-5,25.399075943691624,-3.8960688994418273,0.7860217405332576,4.9262452949671066e-8,2.677062443150696e-6,A,ZK622.2
T04C12.7,101.75742710176885,-2.8055634319705676,0.5704578158387699,4.987404651543901e-8,2.6992807126282723e-6,A,T04C12.7
fbxb-98,102.23572608706496,-3.538870018660949,0.7106096128324416,5.2332021902073875e-8,2.8208442898955936e-6,A,C16C4.6
fmo-4,53.05364975644747,-3.510203222256898,0.7067845454498712,5.603037604065732e-8,3.008017849214966e-6,A,F53F4.5
col-144,77.60707715609948,4.106533296855613,0.8402624150938112,5.7359074452967255e-8,3.066982800268297e-6,A,B0222.6
hil-3,1163.5608263037896,-2.380250260365012,0.5065571902881804,6.93853265955503e-8,3.6951849531726263e-6,A,F22F1.1
Y53H1B.2,660.1250574798381,-2.6482724531710446,0.5533423248782778,7.341736002996855e-8,3.894337575454188e-6,A,Y53H1B.2
ttr-2,41.23830242585654,-3.2343185318434284,0.6622597569814125,8.016812621168412e-8,4.235549334850645e-6,A,K03H1.4
F07H5.13,201.2232176662484,2.8640303497896444,0.5938473236478256,8.196059219759856e-8,4.31313567003489e-6,A,F07H5.13
atgp-2,40.14955881528855,2.763554695464157,0.576396764358673,8.277908423548805e-8,4.3220420686717175e-6,A,C38C6.2
asns-2,65.24711366688742,-3.17425980438649,0.6535751345827634,8.84671375563504e-8,4.60098230244238e-6,A,M02D8.4
T01E8.1,135.49134844097972,-2.3080172760055118,0.500477487796807,9.066873726017255e-8,4.6971345053771884e-6,A,T01E8.1
W06G6.9,77.59404307991032,-3.921396476372216,0.8184602163186027,1.0214727848770226e-7,5.210685309522099e-6,A,W06G6.9
Y48B6A.13,31.500209973409838,3.78675272942932,0.7879186547953547,1.0401068052470304e-7,5.2653923973608215e-6,A,Y48B6A.13
F23A7.4,221.85316091110883,2.7328765317979022,0.5772175531699665,1.0385883796507081e-7,5.2653923973608215e-6,A,F23A7.4
sod-3,32.674048414672086,-5.8261176674774635,1.3863882351943293,1.0964988914320435e-7,5.488265503957229e-6,A,C08A9.1
F27C1.2,977.4733182876342,-1.266535696769376,0.2740655668049992,1.1615003637384812e-7,5.7685517536693855e-6,A,F27C1.2
C55A6.6,46.1480916150311,-2.3881853112229146,0.5220579056437287,1.2354806133570817e-7,6.092292180087476e-6,A,C55A6.6
pmt-2,256.8238926716018,2.7581915145956395,0.5876277512541694,1.282227641249575e-7,6.299475577711011e-6,A,F54D11.1
tts-1,17231.17258590006,-3.450854539832618,0.72433911879622,1.3881816508252672e-7,6.770055127870918e-6,A,F09E10.11
dif-1,113.6177010817533,-1.6300091794257423,0.3720945397590504,1.424284870538535e-7,6.920776922025568e-6,A,F49E8.5
cyp-13A11,9.689900083583542,-5.488296549872599,1.291793854040854,1.515773880107815e-7,7.3119613912157425e-6,A,F14F7.2
M28.5,940.3661217842234,1.627506308548874,0.37381380878233483,1.6224309117683262e-7,7.771167650977049e-6,A,M28.5
B0393.8,52.4610393601593,-2.216398655372927,0.49876926124026827,1.6518394360035444e-7,7.854496518196852e-6,A,B0393.8
abce-1,127.97840269590924,1.5177254765438286,0.34619320429076195,1.6514702060135674e-7,7.854496518196852e-6,A,Y39E4B.1
pfd-3,380.77371363194305,1.4735161658319667,0.3349580713961477,1.6928881841019956e-7,8.021036755563689e-6,A,T06G6.9
ZC21.3,643.47440776850965,2.3616402521151336,0.5273919012314459,1.8113174343787183e-7,8.549024801835406e-6,A,ZC21.3
C46C2.2,338.884165072456,1.5074134495962306,0.3451906192968,1.8297049722579908e-7,8.577708450930596e-6,A,C46C2.2
Y66H1A.4,590.3723248056476,1.4481096272138483,0.3300069074764829,1.9015328034907205e-7,8.821257054242318e-6,A,Y66H1A.4
nspc-18,60.2137332679742,4.099082888939285,0.8881829590914664,1.8952008538506413e-7,8.821257054242318e-6,A,D1025.7
F10G2.1,76.3646661668855,-2.3611680146873084,0.5295604629300653,1.9691191927800294e-7,9.103073934956011e-6,A,F10G2.1
C29G2.6,42.17731568489336,-3.8131314332551547,0.8198215113093589,1.9936673167058886e-7,9.184666662499031e-6,A,C29G2.6
acs-19,1444.595005498093,-2.164686574040935,0.49433375726500867,2.0304101842396303e-7,9.321683169988428e-6,A,C36A4.9
fib-1,824.515213197479,1.887247450219454,0.4398675178870919,2.1589077223471935e-7,9.87755924925448e-6,A,T01C3.7
F16F9.4,32.32559551588131,-2.833859999025824,0.6176399558868999,2.1947115938869356e-7,9.97282940648828e-6,A,F16F9.4
cri-2,74.43110312391148,-2.6189980449740675,0.5822604230329441,2.475068713156646e-7,1.1170530456599181e-5,A,K07C11.5
F18E9.3,181.40200258651774,2.3934498399467175,0.542318649469086,2.52750714543223e-7,1.1292359105464669e-5,A,F18E9.3
F32G8.3,78.66018654893067,-3.474037820940522,0.7523674587457145,2.5726184753779016e-7,1.1455465679324877e-5,A,F32G8.3
cpr-8,31.189237642496114,3.5070907402776017,0.7599144028962317,2.586731319281183e-7,1.1479913594969892e-5,A,W07B8.1
C16C4.17,112.31885641168806,-3.037935139825223,0.6634783091483935,2.7041806154702067e-7,1.1961282629358913e-5,A,C16C4.17
nlp-78,51.17468745283933,-1.808367902009862,0.4276814563885893,2.7597552501737554e-7,1.2126528515119927e-5,A,C16D2.2
ZK856.7,105.98589110040943,-2.269294036931854,0.5219922394672847,2.7551441786086467e-7,1.2126528515119927e-5,A,ZK856.7
dao-6,108.60753237601098,-3.4966485679251456,0.7612293489384767,2.832107326713336e-7,1.2403512153901762e-5,A,T05G5.12
ttr-33,50.335881899560135,-3.0841299811298324,0.6749613429103566,2.889203070818823e-7,1.2612081863895675e-5,A,C37C3.13
F14D7.5,84.40471883088057,-2.5419985405426644,0.5734424851356342,2.921425002344812e-7,1.2711062902359093e-5,A,F14D7.5
msa-1,827.4782506434198,-2.2249529793662175,0.5156057773853001,2.9555632688702777e-7,1.2817709889817224e-5,A,ZC410.5
K07C11.4,25.560568743959845,-3.8248264038366284,0.84049730681412,2.9968914719770917e-7,1.2954744499319155e-5,A,K07C11.4
R11F4.1,434.4288613309018,-2.461770928365996,0.5599840509569136,3.027498003840291e-7,1.3037317091426986e-5,A,R11F4.1
B0457.2,50.96506276665326,-2.9513456335951003,0.6506743848253876,3.0355778115835704e-7,1.3037317091426986e-5,A,B0457.2
Y105C5B.15,73.69929332144004,4.104864994424496,0.9145130029790869,3.1616766955474847e-7,1.3535229429105857e-5,A,Y105C5B.15
D1086.5,73.76302352739242,-3.5736200222945045,0.7850470059288782,3.300884142888177e-7,1.4085888294363201e-5,A,D1086.5
F56D5.4,705.1583456091104,-1.6732214457674015,0.3999047505935475,3.4564676739342134e-7,1.4655863251834434e-5,A,C45E1.4
acdh-11,69.42852230863231,-2.2324385543400047,0.5213212446759805,3.4495448869434e-7,1.4655863251834434e-5,A,Y45F3A.3
C29F7.2,91.57122454960991,-3.0122912224847065,0.6677369671521792,3.5081516092463756e-7,1.482778746841468e-5,A,C29F7.2
jmjc-1,51.043618356232734,1.8808670526130928,0.4501330187586758,3.580338239258192e-7,1.504396790887275e-5,A,T28F2.4
ins-9,38.58879067021345,3.4960029943732387,0.770800983450941,3.5818971211601786e-7,1.504396790887275e-5,A,C06E2.8
K07C5.9,118.0422980439935,-1.7466732285340782,0.41895182596574093,3.599932560696221e-7,1.5072170475820593e-5,A,K07C5.9
F21C10.10,150.75975662185485,-3.045415529216638,0.6763442575133982,3.7067546210237524e-7,1.5440776101233154e-5,A,F21C10.10
glc-1,103.8480222343583,-2.8875224103859614,0.6454537253060539,3.711167457108764e-7,1.5440776101233154e-5,A,F11A5.10
F35H10.10,79.55985011731275,3.617053291679934,0.800627378860315,3.744098525646744e-7,1.5529260987682475e-5,A,F35H10.10
H20E11.1,20.606618274526802,4.8972569476361425,1.1625950390318798,3.8607762271214414e-7,1.5963470399967354e-5,A,H20E11.1
T07E3.3,604.7743278154047,-1.6594414252006064,0.40026112419610727,4.1563537398270447e-7,1.7026982674479162e-5,A,T07E3.3
cyp-34A10,63.65089737571509,-5.792170832063284,1.5245537269931773,4.199652385211758e-7,1.7151586459113296e-5,A,B0213.16
ttr-36,19.17270826776221,-3.0699487761914415,0.6864095237091121,4.2461175225233116e-7,1.728832070179675e-5,A,F22A3.7
F23F12.12,106.90286036028698,-2.987184320108305,0.6736812676666734,4.703064676253355e-7,1.9032402157944428e-5,A,F23F12.12
ins-20,68.68031675580019,-3.9480411909607773,0.8977520674667474,5.080752469210675e-7,2.0498526780324523e-5,A,ZK84.7
linc-19,13.856986357548271,-5.475976950074255,1.407443427597967,5.186164814035105e-7,2.0753325542028904e-5,A,C44B11.8
pho-8,25.092936639813622,4.794305164030594,1.150604992022439,5.173558721294079e-7,2.0753325542028904e-5,A,R13H4.3
cblc-1,62.7578797121428,3.0226130965133127,0.6848390634797558,5.220160194204414e-7,2.080874635498131e-5,A,ZK546.17
acdh-12,60.319687794555854,-2.1181091228709974,0.5115828971404772,5.404942821562929e-7,2.1481017530235472e-5,A,E04F6.5
nspc-4,80.37024671106322,3.9751549442859253,0.9088872227701807,5.467845390900587e-7,2.1666337361443576e-5,A,C03G5.11
C54F6.17,109.23086126359182,-3.840052605663752,0.8745014707390506,5.572232636968092e-7,2.2014452619760583e-5,A,C54F6.17
cpr-6,173.96653406450602,-3.0295238378814453,0.6909159040168186,5.870885777886099e-7,2.3057514232087176e-5,A,C25B8.3
afmd-2,23.16235853487691,-3.7905866581734364,0.8664487063520219,6.08968571865315e-7,2.3846492840631775e-5,A,Y45F10A.3
C18D11.6,20.18343663084779,-5.583241262059718,1.4779414523199785,6.169082479262638e-7,2.408655839557266e-5,A,C18D11.6
Y82E9BR.22,102.72878537599098,-1.9428038853471217,0.47820136180730366,6.25875108053306e-7,2.4365208153864667e-5,A,Y82E9BR.22
R05H10.1,54.41545551211879,-3.162414357549209,0.7216184886781858,6.3133296812303e-7,2.4506026640204144e-5,A,R05H10.1
cyp-13A5,41.75683644520001,-3.830521073399966,0.8789341413660484,6.352036794058594e-7,2.4584598219795386e-5,A,T10B9.2
C17G10.1,49.44104016223812,2.315372122363429,0.5557869326602086,6.385312079206557e-7,2.4641752180451046e-5,A,C17G10.1
C54F6.15,69.98027370695041,-5.762444155558187,1.577595391487427,6.510929506234268e-7,2.5053906198266774e-05,A,C54F6.15
F13E9.12,110.73571836771168,-2.0274961749586384,0.49820971137377396,6.580386546627963e-7,2.5175651287874914e-5,A,F13E9.12
nlp-41,603.8818956383172,-1.9202525355082394,0.47583024901522014,6.927172072653761e-7,2.6426466755103772e-5,A,C04H5.8
W02H5.8,34.759243414872074,-2.580876982887155,0.6096887018107576,6.992135105400193e-7,2.6598081940942335e-5,A,W02H5.8
F26F12.5,89.02765046078817,-3.144673802483654,0.7225659520492329,7.049444651486781e-7,2.673968834469943e-5,A,F26F12.5
T16A1.4,113.46514956319558,-4.0418151534938955,0.9420817897532756,7.123522002374451e-7,2.6867584118870662e-5,A,T16A1.4
C27H5.4,25.81712433720865,-3.102435994417832,0.713956728248398,7.105943084603811e-7,2.6867584118870662e-5,A,C27H5.4
cyp-14A3,14.767266129691205,-5.569343483274146,1.4954721829916897,7.313002984339494e-7,2.750432817330396e-5,A,K09A11.4
F14D7.12,122.88360188447787,-3.016884161527105,0.6978679747603902,7.407515514963271e-7,2.778131311724535e-5,A,F14D7.12
ugt-52,31.735118087247315,-4.142253163528954,0.9748423758299577,7.646212909623351e-7,2.8515876380595322e-5,A,F56B3.7
K09H9.5,111.87460369244566,-2.412502191888458,0.5816730520391022,7.893381877938864e-7,2.9355443106949173e-5,A,K09H9.5
C09D4.2,58.65692534541897,-1.9627665980181788,0.48936407293094136,7.968392919737895e-7,2.938953811067405e-5,A,C09D4.2
C43F9.7,39.68943473300336,-2.487888774804741,0.5965584332549392,7.968772163101497e-7,2.938953811067405e-5,A,C43F9.7
rmd-2,229.7309821467309,-1.7061909087709064,0.4270095960839409,7.94546627856569e-7,2.938953811067405e-5,A,C27H6.4
T14B1.1,599.7809158917773,-1.8819735236701503,0.4710309387703742,8.059227595433319e-7,2.9641037625856135e-5,A,T14B1.1
nlp-76,399.1802559286475,-1.873255354781074,0.4693861484412798,8.185267810496458e-7,2.9939191106854353e-5,A,C02B4.4
C06H5.14,48.30919127784319,-4.5960356720888225,1.1205859509732654,8.2193201109788e-7,2.9981377522622396e-5,A,C06H5.14
srt-43,14.32535236450791,-5.210729338400249,1.3531536318031139,8.542658706840873e-7,3.107567159095065e-5,A,F18E2.4
dhs-8,26.43890480450356,-3.9524027638700265,0.9306228107627927,8.900265058297954e-7,3.22883185248444e-5,A,K10H10.3
R09H10.5,39.49964092274302,2.736756646507815,0.6492591239879564,8.956925660205823e-7,3.2405572891298994e-5,A,R09H10.5
arrd-7,15.121664100052996,5.0126968786170005,1.2897949161094282,1.0000456254093892e-6,3.598542555865029e-5,A,Y17G7B.11
R07G3.8,325.7356259722889,-1.7071405093902334,0.43335352297469504,1.0177555951513732e-6,3.6523983810903995e-5,A,R07G3.8
lid-1,24.735955737660692,-2.061750650828451,0.5188408244196343,1.0259978599466306e-6,3.67207943745415e-5,A,C25A1.12
cpi-1,59.517471802742264,-2.9757174846745555,0.7049107774436916,1.0634223836533055e-6,3.7958191999893054e-5,A,K08B4.6
R05D3.6,257.29210765635946,-1.725417224358971,0.4403960526028387,1.1099136917667323e-6,3.947647707561071e-5,A,R05D3.6
vem-1,236.69305309937386,-1.9857410959568789,0.504331355045825,1.1118881555771382e-6,3.947647707561071e-5,A,K07E3.8
R08F11.4,35.7859855873455,-3.390672268595569,0.8006014983235479,1.1416498268067374e-6,4.042533455878963e-5,A,R08F11.4
pacs-1,44.35173639004459,-3.8505275626691087,0.9200409723341171,1.1846572548419533e-6,4.172626108721102e-5,A,B0286.3
