gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,compared_condition,gene_wb
vha-12,1324.4166888491263,1.0473526566651654,0.24142572695920306,1.233697508144122e-6,4.322486479850221e-5,A,F20B6.2
F40H3.1,994.6953580056553,-1.8575197520793194,0.4773160280421517,1.2480151995917505e-6,4.349757687791771e-5,A,F40H3.1
sdz-8,62.444937327494976,-2.300342220837582,0.5754854806893074,1.2450682898316807e-6,4.349757687791771e-5,A,C55A6.5
smo-1,284.6604614808921,1.4908734453984613,0.3774584342486304,1.2738424775668804e-6,4.42818244029385e-5,A,K12C11.2
Y71H2AM.11,130.42559961441307,1.7323416204833066,0.44591694697936074,1.2779625460876537e-6,4.430935765263287e-5,A,Y71H2AM.11
nspe-1,695.5972011063536,3.631007295147841,0.8670082939413557,1.2965432388692762e-6,4.458839256615377e-5,A,Y38E10A.13
act-5,1120.8832571304688,1.7656818893460138,0.45493841569386295,1.2898168391060652e-6,4.458839256615377e-5,A,T25C8.2
K08D8.12,21.960073280083666,4.118594748992807,1.0030335453534018,1.294413412006745e-6,4.458839256615377e-5,A,K08D8.12
dod-21,12.780920822586737,5.367921080974977,1.481986950961947,1.2994063629012816e-6,4.458839256615377e-5,A,C32H11.10
ZK546.14,122.92922213274186,1.4094680161517565,0.3532218015773569,1.3034371945984425e-6,4.461172958581919e-5,A,ZK546.14
clec-186,34.752594266289144,3.4922217032243834,0.8326409943044666,1.312540775655507e-6,4.4808122787378005e-5,A,ZK896.7
R05A10.1,53.6407594272395,-3.901293186105037,0.941735915263831,1.3347570046566113e-6,4.5450012173908244e-5,A,R05A10.1
W03G1.5,266.02052835001723,-2.912303717962664,0.7038689287588622,1.3948164278683142e-6,4.737394367509881e-5,A,W03G1.5
W07G4.5,131.65072923003893,-2.4369285484869647,0.6103926391482136,1.507899491728085e-6,5.0954755920984066e-5,A,W07G4.5
cpn-4,164.73581006832876,2.3948652470505047,0.602644226917302,1.5388081418806637e-6,5.1867573673415585e-5,A,F49D11.8
Y54G11A.4,49.13681241160859,2.535035777411222,0.6313734584533064,1.5521535586889798e-6,5.205383496318659e-5,A,Y54G11A.4
Y69H2.10,140.2677574096464,-3.0523007705300733,0.7395047106707613,1.5679138810702081e-6,5.2318810557816426e-5,A,Y69H2.10
Y48A6B.3,719.9275067049068,1.6610887315890859,0.4326249391133028,1.6154002764002535e-6,5.363451192018198e-5,A,Y48A6B.3
C30F2.4,179.00485961480132,-2.424942633443009,0.6122343120662891,1.6799227166284337e-6,5.5638037435798424e-5,A,C30F2.4
chpf-1,105.90866033824196,-1.5474055792463244,0.40094326166131955,1.6984674556415283e-6,5.611264442781962e-5,A,ZK856.8
F36D1.5,35.31253932217583,-3.6377114771695265,0.8852331545402999,1.7057626693960337e-6,5.6214168763214836e-5,A,F36D1.5
NA,703.0127172460179,2.5747822838808876,0.6438135700803421,1.7237106421411663e-6,5.666539133201849e-5,A,Y40A1A.6
R08E5.4,222.00751918799585,-3.059215334748487,0.745896391141982,1.7283615708042463e-6,5.667833978740822e-5,A,R08E5.4
Y49F6B.12,65.86224677760751,-3.2954624602843223,0.8003548883093735,1.7363921016505993e-6,5.6801779954240984e-5,A,Y49F6B.12
F36D3.14,16.974938317856836,-4.368652204011776,1.106821866729296,1.7512988397386627e-6,5.700927323295979e-5,A,F36D3.14
prx-12,55.62800121496617,-2.1561650866122104,0.5574603279831645,1.7593306866940865e-6,5.706525272686013e-5,A,F08B12.2
Y10G11A.1,175.76393058827216,2.066700213648039,0.5377250829164483,1.7698243519331774e-6,5.7192818984559034e-5,A,Y10G11A.1
hpo-6,138.885983009254,3.4686336758919025,0.8450341751622872,1.8074053283306424e-6,5.826584634720138e-5,A,Y41D4B.16
far-4,7.047379444512073,-5.3207885806653055,1.5136279217261697,1.8218416480090088e-6,5.844819205202878e-5,A,F15B9.2
F09B12.3,135.25422569239777,1.9554180762850024,0.5131045289832836,1.8453281808970253e-6,5.905937355880528e-5,A,F09B12.3
nspc-1,84.38193579781297,2.4501946003115314,0.6230004027438468,1.927204051703066e-6,6.15318818809943e-5,A,C03G5.8
dod-19,395.55218862313313,3.2017072321801314,0.784615268577348,1.9496236560226033e-6,6.209877836431804e-5,A,ZK6.10
Y48G8AL.13,198.2743981766454,-1.1202237649716407,0.2702005864241369,2.0445117735570964e-6,6.465707779843036e-5,A,Y48G8AL.13
mdt-17,39.29443030401992,2.269728781795059,0.5878110183668168,2.0561558038818343e-6,6.487122837176006e-5,A,Y113G7B.18
ugt-53,22.59442940874779,-4.0477409511839975,1.0168372932110568,2.08511169862567e-6,6.547447442335418e-5,A,T03D3.1
fkb-3,73.29172414824666,2.162515093531575,0.5690094401077144,2.319131228300072e-6,7.231127206929077e-5,A,C05C8.3
nlp-61,573.5150783762667,-1.377633223510648,0.355381821525443,2.3432146715941553e-6,7.289149564860884e-5,A,F26A10.1
nhr-88,617.0809426582179,-1.329031123591066,0.34006455656232926,2.3942769531816083e-6,7.430630152601382e-5,A,K08A2.5
ttr-25,27.536484951879434,-4.047344128302937,1.0286421776062935,2.421522798242572e-6,7.497710357163163e-5,A,Y51A2D.10
ttr-43,118.06871609236077,-2.530371541114984,0.6498073510718941,2.4396724491786647e-6,7.536380275722678e-5,A,C14C10.7
swt-1,422.76776443087306,-2.5135121613891145,0.6481856894899259,2.546254817581814e-6,7.82929252685549e-5,A,K02D7.5
F53E10.6,246.68268666107707,2.0631220899226497,0.5501358648359113,2.573189853284615e-6,7.893882420882803e-5,A,F53E10.6
ins-32,15.279401133543374,5.106998904914763,1.4620595483477268,2.6227911352543198e-6,8.009137884122939e-5,A,Y8A9A.6
H24K24.3,309.42071000779487,-1.8202322573838137,0.4903653358519641,2.6381320943281274e-6,8.03754936015668e-5,A,H24K24.3
zmp-4,162.7966623560448,-1.6412420495689808,0.4417338798433958,2.786166222450144e-6,8.469181983036807e-5,A,W09D12.1
Y43B11AR.1,396.84669936435614,-1.5527132125210492,0.4156438192633395,2.856164653816194e-6,8.662181366949614e-5,A,Y43B11AR.1
pcp-4,11.31158948477275,4.778142704368073,1.3207429096459087,2.9390766315321425e-6,8.873212306625611e-5,A,Y116F11B.3
ZK829.7,951.331167729855,-1.2037203556132834,0.30315024689879805,2.9840456406061555e-6,8.968303309036198e-5,A,ZK829.7
Y73C8B.3,42.824529555136905,-2.34454683012,0.6190633952067847,2.97814773015326e-6,8.968303309036198e-5,A,Y73C8B.3
C06H5.12,15.777993177827538,-4.710584594064079,1.2938619081819331,2.998434417052494e-6,8.975515327449837e-5,A,C06H5.12
Y39B6A.5,49.91510361032928,-2.9387814599741215,0.7480002741447591,2.9999281363340675e-6,8.975515327449837e-5,A,Y39B6A.5
best-21,78.63551410327729,-3.0542274652987316,0.7753532044112996,3.0517693644990985e-6,9.110147380928474e-5,A,Y73F8A.11
C09H10.5,181.16328144060313,-1.9636669709692933,0.5328008635573236,3.0993267937840334e-6,9.210811815276925e-5,A,C09H10.5
nlp-70,128.20560518328546,-1.2826796205368396,0.3300180455929776,3.099137831692933e-6,9.210811815276925e-5,A,Y58G8A.5
C31C9.2,73.19654036796636,-2.259003046348162,0.6025002752878581,3.1375694753488062e-6,9.283022221065334e-5,A,C31C9.2
gst-41,145.72365677058312,-3.705812993334717,0.9455626523386146,3.136747317417216e-6,9.283022221065334e-5,A,R13D7.7
ttr-31,113.0368641813178,1.5882188037965572,0.42989998295586324,3.22875454763563e-6,9.531627061468021e-5,A,F58A3.5
glr-4,68.8576527703887,2.1878887544507806,0.5879041397838615,3.24590392946761e-6,9.561054185161894e-5,A,C06A8.9
F55G11.4,42.794960576811484,5.059080702859786,1.4812941866286788,3.3770994532425846e-6,9.92554130694741e-5,A,F55G11.4
W01F3.2,27.048833741151366,-3.6993987111561224,0.9513428067063031,3.4696912628838017e-6,1.017521354053633e-4,A,W01F3.2
Y71G10AR.4,803.2003359808275,-1.378007821630124,0.3656819263292414,3.6982028835498167e-6,1.0750627334406606e-4,A,Y71G10AR.4
clec-210,17.169641475126546,-4.408721635377106,1.1953352292426995,3.6837251892427408e-6,1.0750627334406606e-4,A,Y73C8C.2
dao-3,65.36439197177113,-1.8952985332747314,0.5213728865305611,3.676289927606728e-6,1.0750627334406606e-4,A,K07E3.3
imp-3,182.74713824452976,-1.3109086259528961,0.34335892354106007,3.7361962281935896e-6,1.083741102008049e-4,A,C33H5.11
ZK6.8,76.95234801896514,-2.706541556757738,0.7086764836235264,3.7689878203578296e-6,1.0908761704400901e-4,A,ZK6.8
cpl-1,782.2630559941827,-1.624658172901503,0.44581819286648877,3.813286895341742e-6,1.0989199507484839e-4,A,T03E6.7
mak-1,717.0765906833401,-1.5310977660130571,0.41726301566160434,3.906806286350478e-6,1.116844708532856e-4,A,K08F8.1
F09F7.6,89.68316822792856,-3.009627026773004,0.7794133283556388,3.909040364851366e-6,1.116844708532856e-4,A,F09F7.6
bli-4,457.86105880995484,-1.1213672485522121,0.28087960401736306,3.938549048102197e-6,1.1204667099665096e-4,A,K04F10.4
hil-1,450.2997138425838,-3.2442060797999654,0.8368464579568344,3.932333967898779e-6,1.1204667099665096e-4,A,C30G7.1
M03E7.2,14.060849313827871,3.7843968681171662,0.987780721067318,3.986030026462438e-6,1.1291490164323597e-4,A,M03E7.2
W05H9.3,586.5191561129308,1.5197008769700873,0.4147146581977907,4.06871526945099e-6,1.1476880317260695e-4,A,W05H9.3
cdr-1,29.520641821423148,-3.4514958120774466,0.8938547279567434,4.093010495649744e-6,1.1498600370527666e-4,A,F35E8.11
scl-21,20.090754904848286,-3.802872883567617,0.9956910212701463,4.0936882797281915e-6,1.1498600370527666e-4,A,Y43F8B.5
mec-5,14.978608838553438,3.059260817818671,0.7943799775898642,4.1202778297560795e-6,1.1524659459111857e-4,A,E03G2.3
pat-10,1376.9297188556895,-2.1914404926542113,0.5992221574354504,4.1741738311872835e-6,1.1650932995477461e-4,A,F54C1.7
glp-4,573.3291648432016,1.7933012799496586,0.4985687972336912,4.232952587752741e-6,1.1790278400280335e-4,A,Y87G2A.5
arrd-14,109.82074399064076,1.852022584397099,0.5152802759008479,4.290258980878115e-6,1.1903571089609064e-4,A,R06B9.4
K08D8.5,11.76926983654295,4.981021850093988,1.4837002487346143,4.304358655066183e-6,1.1914393167058455e-4,A,K08D8.5
R151.10,29.730464379487227,2.445296865260546,0.660765957197771,4.557119587934225e-6,1.2561799211957818e-4,A,R151.10
D1005.4,10.037797400556384,4.5866912540224645,1.3002371791246832,4.69633345060206e-6,1.2918798256470214e-4,A,D1005.4
ilys-5,104.6393643094595,3.571648368227021,0.9381645379583281,4.715179377939327e-6,1.2943896543893648e-4,A,F22A3.6
C37A5.3,14.309098077657133,-4.327663773966221,1.1966009834821036,4.890006413222962e-6,1.3381892271693767e-4,A,C37A5.3
ZC262.5,37.896284007386484,-1.7918005983206675,0.5031599585760637,4.894833661044663e-6,1.3381892271693767e-4,A,ZC262.5
F25E5.8,53.97322466207738,-2.074764453263767,0.5799550249864522,5.129642613020315e-6,1.3984907815948913e-4,A,F25E5.8
ugt-5,41.52935641499579,-2.917518587244146,0.7743989335127442,5.146916651505909e-6,1.3984907815948913e-4,A,ZC455.6
alh-8,1612.9389977105022,-1.8348188638994238,0.5183274865388533,5.326429388979628e-6,1.4443193662907284e-4,A,F13D12.4
F42A10.5,452.6294191333923,1.1469258220845362,0.2948029417816828,5.370014128542797e-6,1.453178213565423e-4,A,F42A10.5
gyg-1,1847.6718985811917,1.460515515527461,0.40330158019067125,5.47922582631408e-6,1.4797243945546788e-4,A,F56B6.4
D1086.2,11.63094467437088,-4.224141954167262,1.1708459434537195,5.536396572192585e-6,1.492137327169475e-4,A,D1086.2
abf-5,150.1197907513905,-1.9342600218622783,0.5470932330968141,5.555346507179609e-6,1.494219866597764e-4,A,T22H6.5
C49F5.8,11.197976308358228,4.424886858355453,1.2601382341414131,5.866572840655174e-6,1.5747490080742537e-4,A,C49F5.8
C03G6.5,35.2923700849523,-3.114807365422495,0.8319657982660617,5.944126704555151e-6,1.5891586936636e-4,A,C03G6.5
Y69H2.3,169.7604739757083,-1.6054843353346853,0.4533218251295043,5.935339235263245e-6,1.5891586936636e-4,A,Y69H2.3
R02F2.7,49.50464530957399,1.6651376563056373,0.47375237562764816,6.240145893080262e-6,1.6616260484094122e-4,A,R02F2.7
F23A7.8,105.42582338193155,2.4378139754078108,0.67601978235736,6.359951392201522e-6,1.690147561592237e-4,A,F23A7.8
dnj-11,661.8383821171399,1.0569867994338589,0.26776766565701965,6.436826397318678e-6,1.7071694552569898e-4,A,F38A5.13
C36A4.11,8.718703126713477,-3.4634256226399946,0.9328648004987514,6.503384754220509e-6,1.7213929347453647e-4,A,C36A4.11
timp-1,43.84998239372466,-2.5923887605743707,0.713198995408254,6.548560552283163e-6,1.729911412561469e-4,A,K07C11.3
tald-1,276.146472314697,-1.074204556021469,0.2742806826815915,6.747554557167405e-6,1.7789493341411252e-4,A,Y24D9A.8
twk-5,32.22584407540096,-2.586521548382768,0.714284224792497,6.8351663755857215e-6,1.7984862672835634e-4,A,B0334.2
algn-12,410.4468978536201,2.03877897192024,0.5849730574576183,7.132324576422539e-6,1.8692867994190882e-4,A,ZC513.5
acbp-5,92.45141809533966,1.8795094878561778,0.5427119492254098,7.259427805070031e-6,1.8951376822882822e-4,A,T12D8.3
chil-13,104.89312563130461,-1.7522954319598136,0.5074152356704773,7.601145475027385e-6,1.980462834726313e-4,A,M176.8
scav-2,168.46462712546577,-2.3773053626092646,0.6739166187187422,7.979351298719765e-6,2.074943031077245e-4,A,Y76A2B.6
zig-5,303.00973377804127,-1.7468665865175674,0.5084481656590417,8.168700787602595e-6,2.1200405903731178e-4,A,Y48A6A.1
ptr-22,19.373136118885366,-3.834979335700459,1.072683273245418,8.242269592819936e-6,2.134972322155732e-4,A,Y80D3A.7
F47G3.4,78.72342517803722,-1.9792297924043818,0.5765599641996174,8.44032347719721e-6,2.177799743709373e-4,A,F47G3.4
F26F2.8,78.20942849405074,-2.4405698505436795,0.6928227799421639,8.558233840394846e-6,2.2039521344490711e-4,A,F26F2.8
F46A8.11,16.119547199192812,3.9633103781825985,1.12334451465526,8.581193891848447e-6,2.20559875436429e-4,A,F46A8.11
F17A9.5,17.751463546723524,-2.895124287020399,0.8032034958489129,8.692805073174344e-6,2.225484011661564e-4,A,F17A9.5
ran-3,140.21185170441996,1.1887387913249399,0.319182754572347,8.82328411251933e-6,2.250444533986252e-4,A,C26D10.1
Y53F4B.51,22.69171823892606,-2.614853636669646,0.7365501680340523,8.890101417540652e-6,2.2631512480523184e-4,A,Y53F4B.51
H39E23.2,9.962373131226567,-4.109803460606663,1.1846153368521652,8.908165990530339e-6,2.263422175532842e-4,A,H39E23.2
drd-50,7.941968720935434,4.63437781234661,1.4378335810125744,9.168394212208635e-6,2.3206844209381323e-4,A,F49F1.1
F56H9.9,38.2767842338908,-4.280602373902514,1.266994818265571,9.550161010393901e-6,2.4105932248290972e-4,A,F56H9.9
acp-1,16.620870927098927,3.1265073343933074,0.8700887192367234,9.559810896122603e-6,2.4105932248290972e-4,A,ZK563.6
inx-13,287.71880290777784,1.2534874735190904,0.3447097394573877,9.681144293965552e-6,2.4357756327205267e-4,A,Y8G1A.2
ttr-41,134.61058897373337,-2.5602006210303845,0.7287768376513851,9.696267728270085e-6,2.4357756327205267e-4,A,F10G7.11
F41G3.10,173.99581243098632,2.7497042294703897,0.7750762961498076,9.746087329085974e-6,2.442913502638094e-4,A,F41G3.10
his-24,1277.80262520275,-1.5199196426483872,0.4406964827724754,9.761378874894591e-6,2.442913502638094e-4,A,M163.3
lys-2,291.7346390717305,3.19354262869332,0.890319343411727,9.793592599122655e-6,2.4463769580622706e-4,A,Y22F5A.5
ttr-7,13.527521948855115,-2.79958479481634,0.7888044090495475,9.95194803422233e-6,2.481277830105545e-4,A,T19C3.9
tag-243,128.90994180574023,-2.5977756000125596,0.7396962897001773,9.989264472894297e-6,2.485926489572237e-4,A,T04A8.4
pro-2,88.25087420397237,1.2980572244447186,0.36302930755914403,1.049014923596636e-5,2.6008537602915477e-4,A,C07E3.2
lgg-1,2079.7128159230156,-1.0190612160160888,0.2634636831579164,1.0680547932864328e-5,2.643137828590254e-4,A,C32D5.9
hsp-17,125.50728523228658,2.0120204847511056,0.5968985529828744,1.084134797187743e-5,2.6779537457806326e-4,A,F52E1.7
srh-34,5.4450843665925746,-4.809295238137259,1.596168020196538,1.0996963998542766e-5,2.7113625680851553e-4,A,M02H5.10
kynu-1,35.017585372255425,2.847387479282467,0.8087948666876899,1.114302748252083e-5,2.742297003739045e-4,A,C15H9.7
Y116F11A.6,27.44655700876453,-2.373666264059432,0.6927451261773593,1.1353314974561455e-5,2.788893645227144e-4,A,Y116F11A.6
rnf-145,26.288330613290935,-2.242380910402574,0.6602058441727131,1.1430008988126452e-5,2.7968741306949656e-4,A,Y119C1B.5
C32F10.4,268.62894485836597,-2.0371029218899803,0.6062966579958353,1.143273505502704e-5,2.7968741306949656e-4,A,C32F10.4
sams-1,92.01700470023552,2.258775575333822,0.6644576853436149,1.144882380373108e-5,2.7968741306949656e-4,A,C49F5.1
cri-3,851.5635358034242,1.4343272195286603,0.4156686159978852,1.156284048335521e-5,2.81955417940277e-4,A,F59A2.3
har-1,1664.6039289129021,1.1326226469240495,0.30494628000924634,1.1724363096286006e-5,2.8537142644232517e-4,A,C16C10.11
snr-5,101.8368062053759,1.4699562990384756,0.4309469257972999,1.2481030719978891e-5,3.032343850470784e-4,A,ZK652.1
ZK1307.1,36.156193588472505,2.867739586489867,0.8244727714420838,1.2828221401268053e-5,3.106142766078129e-4,A,ZK1307.1
ZK742.7,134.63212342389951,-2.364392584763218,0.6976279333114935,1.2831444504603958e-5,3.106142766078129e-4,A,ZK742.7
pmp-1,174.58740772020522,1.9536952895115376,0.5895476048591813,1.3115530556983078e-5,3.169150160357036e-4,A,C44B7.8
Y73F4A.1,34.507502734863934,3.2267080151772136,0.9261921608088154,1.3305971988087457e-5,3.209342591474572e-4,A,Y73F4A.1
ZC395.5,59.275057655934866,-3.141044527520368,0.9032889017495057,1.3575803713191741e-5,3.2685036281633785e-4,A,ZC395.5
rpoa-49,157.2990285032825,1.1772578765782236,0.32461303153381743,1.3655154534138841e-5,3.2783500420726367e-4,A,F23F1.9
gpd-3,1131.0536149138634,-1.3966431208872843,0.4069287730394883,1.366594767425502e-5,3.2783500420726367e-4,A,K10B3.7
folt-2,338.31394605837454,3.3380906936054817,0.9631395681930183,1.3822756576961522e-5,3.3054484126311993e-4,A,F37B4.7
cdr-2,88.06127572364542,-2.0045647105119517,0.6066794084768207,1.3853389020941936e-5,3.3054484126311993e-4,A,C54D10.1
T13C5.6,39.35941836592843,-1.8596672829230612,0.5643216545441112,1.3831859355766731e-5,3.3054484126311993e-4,A,T13C5.6
fipr-9,36.964201290588655,2.9953299010943857,0.8653986911377965,1.4006779452377777e-5,3.3360690810189215e-4,A,C12D8.19
T28H10.3,46.56438164924185,-2.6090389269894514,0.7655861733930904,1.4190188300019196e-5,3.3737172683295634e-4,A,T28H10.3
csp-2,11.566021567777513,-4.123225962646122,1.2591325789733574,1.4325822419882129e-05,3.390721233338819e-4,A,Y73B6BL.7
D2021.4,51.78598244609014,-1.8889100860558263,0.5747527503507901,1.4338110668242114e-5,3.390721233338819e-4,A,D2021.4
Y53F4B.39,27.130662325438916,-1.6226550707557104,0.4896210901807585,1.4365570057514702e-5,3.3911914848537366e-4,A,Y53F4B.39
gsnl-1,28.582884127855795,-3.313843940429537,0.9633245776525912,1.4944118028527926e-5,3.521521901448156e-4,A,K06A4.3
F53F1.3,35.10830611154206,3.233710118986615,0.9393941645288506,1.5001496504720585e-5,3.5287972520114816e-4,A,F53F1.3
algn-6,60.877325997441595,2.0460033041999535,0.6224590678742293,1.503196354721545e-5,3.529727736642443e-4,A,C08B11.8
W05H9.1,332.898936095913,-2.646131602335229,0.7792535119539198,1.50714531220542e-5,3.532769839208268e-4,A,W05H9.1
F36D1.14,5.83597423897717,-4.346259073707271,1.3792257470398148,1.509931316020597e-5,3.5330800600172634e-4,A,F36D1.14
T27E4.7,274.8486925341346,-1.6965383141584922,0.5171374756681941,1.5348372220056822e-5,3.5850566269795886e-4,A,T27E4.7
acs-2,177.81278165556452,-3.361436696765055,0.9825027215445697,1.5601690520867162e-5,3.6314843985109336e-4,A,F28F8.2
ifb-1,417.97343705654447,1.6497571552185024,0.5021959962276695,1.5648711557868654e-5,3.636072350461837e-4,A,F10C1.2
Y22D7AL.10,979.8305982216331,1.3795431940953686,0.404922165836768,1.5786964380106802e-5,3.650323408918249e-4,A,Y22D7AL.10
icl-1,199.19612007328664,-2.7112388920915986,0.7994492485628115,1.579229595566255e-5,3.650323408918249e-4,A,C05E4.9
Y34B4A.6,200.80554082144846,2.2090540231543727,0.6695866483831776,1.5786685466203548e-5,3.650323408918249e-4,A,Y34B4A.6
F25E2.3,13.204995170704098,-3.844473690648116,1.1562231992157432,1.5944947765564247e-5,3.679220702785483e-4,A,F25E2.3
W06G6.10,66.62737110365494,-2.1380539161350884,0.6525336638108173,1.6384623276098828e-5,3.7676144092915336e-4,A,W06G6.10
M163.9,3.8361981491771475,-4.536980157966963,1.512970394385263,1.6384271934100608e-5,3.7676144092915336e-4,A,M163.9
Y54E10A.10,282.9837866927371,1.4011586698758425,0.4145722175826432,1.6555081449300033e-5,3.8002474899307006e-4,A,Y54E10A.10
E04F6.9,110.11387332392324,-2.7737713737800385,0.8252396121271653,1.7827022633533523e-5,4.078161157093906e-4,A,E04F6.9
ZK1010.12,7.83924816983543,-4.468279024823943,1.4892561122189152,1.7823608331740086e-5,4.078161157093906e-4,A,ZK1010.12
Y105C5A.8,257.059889421635,-1.7421418388221113,0.5404816820103976,1.8624997931660487e-5,4.2534000422320367e-4,A,Y105C5A.8
wdr-12,42.0197469775698,1.5753047158085605,0.4836173230938162,1.892527681123219e-5,4.307198896833254e-4,A,F55F8.5
W02D9.10,668.0245809404913,-1.603670186705206,0.49438626692522636,1.923678085748051e-5,4.3631771777937904e-4,A,W02D9.10
stdh-1,63.38108637406364,-1.8503112834205335,0.5767602328850754,1.92133162546908e-5,4.3631771777937904e-4,A,C06B3.4
ccg-1,222.75973584018178,-1.5485389173164434,0.47471458326478094,1.9310787512486107e-5,4.372514029612925e-4,A,Y73F8A.6
F58B4.5,28.226351549134122,2.7127970749003683,0.8176862852888731,1.9915162208220253e-5,4.501705766387852e-4,A,F58B4.5
nlp-52,333.1975134826378,-1.5605324167117298,0.48109178365621624,2.0348374808919696e-5,4.591834952643336e-4,A,F42G9.4
F19C7.1,210.02531761247388,2.1404495012258717,0.665828454652165,2.0434314325788502e-5,4.6034257349162114e-4,A,F19C7.1
clec-187,10.37945423115081,4.13549728779918,1.3303838889158242,2.072595874074059e-5,4.6533796741015217e-4,A,ZK896.6
ZK185.5,23.17126075286296,-2.881183935189654,0.8684785902151767,2.104093180854536e-5,4.708217917629797e-4,A,ZK185.5
F27D9.2,33.855080630864336,2.05730562517315,0.6447655168711666,2.1398030059701335e-5,4.7800901378332815e-4,A,F27D9.2
T21H3.1,803.3138673010736,2.625543612924673,0.8001055554176657,2.1461327324188587e-5,4.7861995308919075e-4,A,T21H3.1
ttr-35,23.027000845728594,-2.716876877699495,0.8251238496047404,2.155050549715018e-5,4.7980506720578177e-4,A,F22A3.2
ugt-9,121.67084898245277,-1.820325045287495,0.5742230036994354,2.2210152435096998e-5,4.928432825348024e-4,A,T19H12.1
srd-23,22.575626426723407,3.7364918319499507,1.1609758954438005,2.241175615301092e-5,4.964893867241055e-4,A,Y40H7A.5
sra-1,6.494129242135441,-4.016987676632449,1.2919600317040305,2.3185308857198764e-5,5.11922391583324e-4,A,AH6.4
plpp-1.1,250.46955006649935,-1.3947607702979294,0.4236267059107969,2.3511318306850654e-5,5.182610793665721e-4,A,F53C3.13
zipt-16,9.094821564196234,-4.178526234812067,1.3859561315171045,2.4216620012344258e-5,5.320463347266525e-4,A,T11F9.2
Y38E10A.14,245.81923134408882,3.2031204761774754,0.9788254260299909,2.4288143440381126e-5,5.327386190531043e-4,A,Y38E10A.14
nlp-15,838.2184975553649,-1.326058506128201,0.39772005813171984,2.438688046450006e-5,5.340245501716345e-4,A,CC4.2
pept-2,32.191457354989275,-2.69341071875659,0.8295533995040358,2.459606023880495e-5,5.377207652207703e-4,A,C06G8.2
E02C12.6,6.676638914284473,4.101222263047208,1.348155839246253,2.477076067694842e-5,5.406523076276907e-4,A,E02C12.6
M01G12.9,68.98784244988614,2.7464376198645217,0.8457147274004234,2.5006319127957513e-5,5.449003811286847e-4,A,M01G12.9
ugt-25,60.20613317016569,-2.076731843616641,0.6603745597310637,2.5396431041106673e-5,5.524968674530951e-4,A,C10H11.3
glt-6,78.3579793187774,2.120438690730939,0.6741237749176969,2.580570444081088e-5,5.604847453914455e-4,A,R05G6.6
Y66D12A.9,87.45689193267268,1.7829432387962567,0.570192455097646,2.63042183720138e-5,5.695510570475858e-4,A,Y66D12A.9
C01B10.3,49.48115331152845,1.7606987686815754,0.5627722362028237,2.635146846487253e-5,5.695510570475858e-4,A,C01B10.3
F20E11.18,27.855981856714738,-3.197008568129558,0.9857173429789371,2.6326426711629534e-5,5.695510570475858e-4,A,F20E11.18
droe-4,2954.097938154932,-1.2556507133797692,0.3721122034011622,2.6504604071147625e-5,5.719324126470981e-4,A,F58E10.7
C32D5.12,81.56058793950702,-2.1208673820614927,0.676540674224446,2.67831363160575e-5,5.770075678187533e-4,A,C32D5.12
dhs-30,17.641085341102755,-2.1403097499462658,0.682338431319388,2.684159654502976e-5,5.773328213255674e-4,A,T25G12.7
T16G1.7,83.68230085511836,-1.9979692031877938,0.6401966802395586,2.6929790547049358e-5,5.782955344248631e-4,A,T16G1.7
T20B12.3,54.5863930984338,1.5381203092140137,0.48411610311584813,2.707400727638351e-5,5.804562526212078e-4,A,T20B12.3
F41E7.20,22.597448717137304,-3.051418368390092,0.9433507487734528,2.727078829710186e-5,5.837351694334633e-4,A,F41E7.20
tps-1,162.56650708683563,-1.8459839886868157,0.5930155024872612,2.7330945729654295e-5,5.840838064921625e-4,A,ZK54.2
mab-31,607.2699346903847,-1.0366028883455278,0.2872456312026787,2.7386507372871783e-5,5.843332678884854e-4,A,Y54E10A.16
21ur-14374,4.068753226533464,-1.838425851467941,2.406005703358335,2.778164857894415e-5,5.918157906880998e-4,A,F13B12.10
F34H10.3,316.60417023500366,-1.445756364173541,0.4498546358187011,2.8017586719453847e-5,5.958884178639114e-4,A,F34H10.3
F40F8.5,205.54620683604549,-1.6959408684520354,0.5445193169893112,2.87625384163522e-5,6.104176478459327e-4,A,F40F8.5
K11E4.2,5.940272945922267,-4.478838894268601,1.6516476049657676,2.8946278859068128e-5,6.127039057704818e-4,A,K11E4.2
F43C9.2,246.58223846926833,1.6212565313844576,0.5180150323406127,2.9013494885433724e-5,6.130632401716215e-4,A,F43C9.2
F22E5.1,6.411877792293993,4.060880137997402,1.3600847364860302,2.9055348095860983e-5,6.130632401716215e-4,A,F22E5.1
Y59A8B.19,306.5808284441205,-2.46241611360755,0.7816104368917892,3.009607048665731e-5,6.340175355369548e-4,A,Y59A8B.19
ugt-8,45.29277493150894,-2.25211619066848,0.7235733295996101,3.074057792565443e-5,6.45552136438743e-4,A,H23N18.3
Y57A10A.27,40.60323471396053,1.5748045167587639,0.5038148345959224,3.112814854420839e-5,6.526616845946308e-4,A,Y57A10A.27
cept-1,85.39573044754057,3.0157232550231243,0.9473622976862535,3.1488706771268044e-5,6.591833992966395e-4,A,F22E10.5
K10D11.6,33.04861164490903,1.6008339050782359,0.5141868852063181,3.155757513232416e-5,6.595879989195665e-4,A,K10D11.6
