gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_wb
abf-1,250.2569326099742,-6.666697678401025,1.1045492792120732,2.7047639082057306e-11,1.5657055075587434e-8,C50F2.10
clec-249,673.7025802765249,-4.53360902326557,0.7077883369491138,2.643053401892572e-11,1.5657055075587434e-8,Y51A2A.7
scl-6,44.07224009965685,7.812218210693705,1.4079324526238843,3.337019156837179e-11,1.7771629221652077e-8,C39E9.4
nlp-24,57.51026681341634,3.803252517082399,0.5995046125296878,3.245430483094382e-11,1.7771629221652077e-8,F35B12.7
fat-5,135.5229719594371,3.5707934906514867,0.5705678855759192,3.771255199411718e-11,1.9115596026916673e-8,W06D12.3
col-166,79.75635565252705,4.033112549085996,0.6358452515975586,3.876529162736595e-11,1.9115596026916673e-8,T07H6.3
aass-1,84.08447589985332,3.5115449245450603,0.5675965484618253,4.995878231686729e-11,2.3755400991670396e-8,R02D3.1
F59A7.11,38.12787120832113,-7.35917297006546,1.299286924906778,5.55631318074598e-11,2.5509225409811026e-8,F59A7.11
hil-1,450.2997138425838,-5.257054334457335,0.8517892777764356,7.130376608786485e-11,3.164461138979442e-8,C30G7.1
Y50D4B.4,55.87427005444225,7.304422273108967,1.3121009317086765,1.0616866820460239e-10,4.559773059600246e-8,Y50D4B.4
col-144,77.60707715609948,4.3910529465913335,0.7122295603399108,1.1781430265619578e-10,4.901811329889346e-8,B0222.6
dao-6,108.60753237601098,-4.8877123209242495,0.8061353574334846,1.7938033618128394e-10,7.024322929169454e-8,T05G5.12
T10G3.3,79.91357436842445,4.12452144570556,0.677190477900005,1.7583180997140757e-10,7.024322929169454e-8,T10G3.3
smd-1,113.2406727560085,4.234106276461722,0.6976973946851669,2.0524763539564483e-10,7.80762005045033e-8,F47G4.7
F19H8.2,139.65597947096154,3.0487559776675877,0.5517343975311603,3.628878324136983e-10,1.277706015080386e-7,F19H8.2
K07H8.9,1393.4476775036335,1.5506839925831302,0.2801435640475308,3.579848709616413e-10,1.277706015080386e-7,K07H8.10
cyp-35B1,183.8067860354481,-7.889873719327688,1.570024865086454,3.646749930378149e-10,1.277706015080386e-7,K07C6.4
pcp-2,55.711077396321855,4.806010324195784,0.8107477245070314,4.1091425284169317e-10,1.40279804162418e-7,F23B2.12
C16C4.17,112.31885641168806,-4.920459777878077,0.8370225056870051,5.118659259324675e-10,1.7037457344662184e-7,C16C4.17
fbxb-98,102.23572608706496,-6.2122487848333625,1.112982339476325,7.286585870212205e-10,2.3661854701464709e-7,C16C4.6
W06G6.10,66.62737110365494,-4.8014537746333,0.8330041592218486,1.0272244935871213e-9,3.2563016446711744e-7,W06G6.10
H20E11.3,21.90674861910676,7.029426033380025,1.3469650290272588,1.1368999172105482e-9,3.520159418079358e-7,H20E11.3
cpr-8,31.189237642496114,3.554188133336767,0.6360745947906797,1.2534263313217636e-9,3.7927541307313545e-7,W07B8.1
C25H3.10,26.561291250567507,-6.220439110668016,1.1375533038857493,1.3145369814203031e-9,3.8760603362504427e-7,C25H3.10
gst-27,36.06199628447526,5.209176917165853,0.9186506643171677,1.3391826308210934e-9,3.8760603362504427e-7,Y53F4B.30
F07H5.13,201.2232176662484,3.5892237616677867,0.6436904195577771,1.42405875170251e-9,4.0340251532270673e-7,F07H5.13
F36D1.5,35.31253932217583,-6.732387368160608,1.2744749343550552,1.478714337658052e-9,4.1015838940790216e-7,F36D1.5
ech-1.2,519.6549639421253,1.5916450579818178,0.3074746227745835,1.7755559572854784e-9,4.824439186795686e-7,T08B2.7
F16B4.5,620.9868682293471,-3.329586344289574,0.6182035402656934,1.8811842285661423e-9,5.009217363825923e-7,F16B4.5
C39B5.16,61.58958918042657,-2.5016332035435642,0.5276707728282737,2.0629374532056486e-9,5.385480245486276e-7,C39B5.16
cpt-5,34.27745443997357,4.3484374959931875,0.7735091130922694,2.337829269838894e-9,5.985742095891353e-7,F09F3.9
ZK863.8,191.85875974551612,-2.3376088173578107,0.5140122248662368,3.690168374637177e-9,9.181239475432935e-7,ZK863.8
droe-4,2954.097938154932,-1.9977872103553833,0.43806573831005435,3.72380149972494e-9,9.181239475432935e-7,F58E10.7
pmt-2,256.8238926716018,3.3378320600708,0.6383333045566025,3.9655635339014486e-9,9.599547798247978e-7,F54D11.1
B0563.9,26.37025553397403,-6.391031628597276,1.2427915744072557,5.1743804966087525e-9,1.230208963068731e-6,B0563.9
ima-2,60.447761843461926,5.019273975188587,0.9271344047236042,5.752882164754805e-9,1.3437521603779908e-6,F26B1.3
dct-16,505.7234675695616,3.0357165845197716,0.620991075318839,7.127463052078396e-9,1.636121432333996e-6,Y38H6C.1
F14F9.6,24.720909264253226,-6.6961746621374845,1.3535005367041035,7.61652764188565e-9,1.7187533732892466e-6,F14F9.6
fbxa-72,33.64580795008098,6.665807323669884,1.3473363866727726,8.032927001361402e-9,1.7250062918729952e-6,F31F4.15
ZC443.4,915.4599767143194,-1.8144293600485488,0.39728115351608856,7.924679795925304e-9,1.7250062918729952e-6,ZC443.4
F53F1.4,36.19805868595196,7.246732539751435,1.5480833064703237,7.81473082989783e-9,1.7250062918729952e-6,F53F1.4
csq-1,190.46932943263684,-1.6452217242726626,0.3435817154602581,8.421241378050983e-9,1.7796890112281078e-6,F40E10.3
idh-1,585.2243283371647,2.303505362883773,0.526843734255768,8.69301794944885e-9,1.808419390296281e-6,F59B8.2
irg-3,113.34552162159981,3.8729819573444604,0.7399818373307542,1.0744848961374743e-8,2.1675290768445956e-6,F53E10.4
aqp-8,75.8626476046463,3.64303223563546,0.7064115128567235,1.0741921374716089e-8,2.1675290768445956e-6,K02G10.7
mtm-3,429.9468555397992,-1.5678787736078803,0.3227313858798686,1.1146141419152502e-8,2.21492129633726e-6,T24A11.1
F33H2.8,43.1124353841383,6.929297662895951,1.4611988435720578,1.1791417996620714e-8,2.308690282456003e-6,F33H2.8
txdc-12.1,150.53907422878945,3.125256730312022,0.6467589752350157,1.221752809794758e-8,2.3574517260300594e-6,Y57A10A.23
F14D7.5,84.40471883088057,-3.396972167132462,0.679261077561653,1.2562263667953716e-8,2.389342549644797e-6,F14D7.5
F42A10.6,39.225131477196925,4.932838344642532,0.9465787423025593,1.582076224443623e-8,2.9667271622876612e-6,F42A10.6
M28.5,940.3661217842234,1.793767455892938,0.4071137254713176,2.0039791342477906e-8,3.705691415746539e-6,M28.5
col-10,51.72275770958486,3.886299108764479,0.7640262350619409,2.0604518417975727e-8,3.724862383318881e-6,B0222.8
K10C2.1,693.6943917784222,1.8573559999271514,0.4287702080614252,2.0703005585518793e-08,3.724862383318881e-6,K10C2.1
F01D5.3,118.14226004840464,3.160729725493954,0.6699458422988795,2.2105714762627237e-8,3.924206484661588e-6,F01D5.3
asp-12,63.23411445054661,5.512996613273532,1.0912141107952584,2.2540689294951308e-8,3.948772858855023e-6,F21F8.4
F26A3.4,377.30178161842883,-1.7642933395180254,0.40214232593801164,2.6194992071416506e-8,4.529352265439472e-6,F26A3.4
F56A4.2,139.0862540040712,5.3146905097409265,1.0544161584279872,2.7711449867314298e-8,4.730131327351571e-6,F56A4.2
inx-13,287.71880290777784,1.6655515271047687,0.3703341314559757,3.0018130846619085e-8,5.059004988504893e-6,Y8G1A.2
ugt-22,151.27328183263498,2.503900688452649,0.5969312212270796,3.1257609431816945e-8,5.202047649690135e-6,C08F11.8
W02D9.10,668.0245809404913,-2.3529687928427836,0.5755392153978316,3.868492983151703e-8,6.358656244158244e-6,W02D9.10
fipr-26,159.52063179545544,-5.723534645390163,1.1732694718957255,3.940464229773822e-8,6.372928939232117e-6,F53B6.8
lgg-1,2079.7128159230156,-1.371056644104937,0.27905858222095437,3.9729089826969036e-8,6.372928939232117e-6,C32D5.9
T09B4.8,92.09121313298783,3.114337001418706,0.6902998270975316,4.555864400036848e-8,7.221045074058404e-6,T09B4.8
C54D2.2,699.198389107547,-1.914352578067285,0.46871283899060556,5.519536754439875e-8,8.645542629248529e-6,C54D2.2
T16G12.1,66.99343365944166,3.244709562175195,0.7188564883344948,6.343731334102178e-8,9.820981277004232e-6,T16G12.1
sucl-2,74.93943011599835,2.12172722998529,0.5368228805730614,6.805575697564263e-8,1.028640535726536e-5,F23H11.3
T26G10.5,1078.2673478605766,-2.077336512877014,0.5246517284547821,6.87614598765673e-8,1.028640535726536e-5,T26G10.5
spn-4,64.04932685267738,5.413533026348326,1.125709384309484,6.848726932189219e-8,1.028640535726536e-5,ZC404.8
F23A7.4,221.85316091110883,2.929367474068534,0.6843628569181401,7.01662453245087e-8,1.0379926558338987e-5,F23A7.4
ins-29,244.13390786900666,-2.031906078699082,0.513078596531712,7.355352365199419e-8,1.0417995892581389e-5,ZC334.10
Y44A6C.1,202.03165997210317,-2.7322108723860055,0.6589624223166052,7.137979784594955e-8,1.0417995892581389e-5,Y44A6C.1
acn-1,81.41864743734541,4.702350858293871,0.9659185676987274,7.314204695434759e-8,1.0417995892581389e-5,C42D8.5
sams-1,92.01700470023552,3.167475256710586,0.7148992945321837,7.263324926628101e-8,1.0417995892581389e-5,C49F5.1
rbm-3.1,55.56529793405814,5.093473964300864,1.06276838442071,8.853257022669736e-8,1.2340946658889613e-5,R09B3.2
Y111B2A.3,27.210145360463464,6.558129418689143,1.4984807186503915,8.898384251565291e-8,1.2340946658889613e-5,Y111B2A.3
R11D1.3,262.5600909758022,-1.8971067364383283,0.47706165968786285,9.857786481713277e-8,1.3392507063013324e-5,R11D1.3
W06G6.17,52.119780832643336,-5.626092648177031,1.2036451489605962,9.766221257611146e-8,1.3392507063013324e-5,W06G6.17
sqst-1,249.4980994727261,-1.7071815979777982,0.408781281154101,1.0165941361656745e-7,1.3671650837282617e-5,T12G3.1
ugt-16,247.40094454052257,3.952639112950116,0.8419967338427694,1.0520237220579897e-7,1.4006643835480073e-5,ZC443.6
T16A1.4,113.46514956319558,-5.678283013888649,1.227219572857349,1.1129714138673513e-7,1.4479365568480843e-5,T16A1.4
Y71H2AM.11,130.42559961441307,1.9398392287519515,0.4947521501997375,1.1138025606740038e-7,1.4479365568480843e-5,Y71H2AM.11
M01H9.3,975.9414641707409,-2.800978759118987,0.6857668780413751,1.1201552152272247e-7,1.4479365568480843e-5,M01H9.3
ndnf-1,158.10943687581585,-2.9438970810006806,0.7053488046251971,1.1320904257192719e-7,1.4492934546179219e-5,Y54G2A.29
C18A3.3,287.61779009817263,1.258702594113752,0.2598867009562947,1.148061630860264e-7,1.4557421479308147e-5,C18A3.3
lbp-4,162.21109930358125,1.8404015668878893,0.4620571143785423,1.2046115068130857e-7,1.5130375095952287e-5,ZK742.5
ahcy-1,4425.047231599946,1.7115452751510722,0.41431541941246264,1.2165180821027987e-7,1.5137123126277255e-5,K02F2.2
lgg-2,1531.0284162035728,-1.7002776863461575,0.41081986353896577,1.261172556156605e-7,1.554745501173059e-5,ZK593.6
scl-20,71.3343873691745,-5.2730167212217784,1.1311228412455079,1.3308031179773956e-7,1.6255332763991783e-5,ZK384.2
air-1,98.91639060610338,5.17382432449115,1.1155408270534417,1.5356274358198673e-7,1.858667607318701e-5,K07C11.2
nas-3,569.1650829742889,4.197157373066499,0.9079275099600408,1.6503867861504298e-7,1.979572042415029e-5,K06A4.1
clec-67,50.496387679006574,3.9379181019573215,0.8645513114055997,1.7280535195808923e-7,2.0542236214017856e-5,F56D6.2
hpd-1,188.55234143632353,2.1631354286271054,0.5791865884276861,1.8954928590537345e-7,2.2333267190656127e-5,T21C12.2
nlp-9,1142.5503813441428,-1.4429267832310837,0.32358846555882653,1.9798672266865335e-7,2.3122765136933778e-5,E03D2.2
tba-8,14.435328601639533,5.968148052405361,1.3685420257322594,2.0958992322598524e-7,2.4265045546354498e-5,ZK899.4
imp-3,182.74713824452976,-1.5222331698915261,0.3543535363524407,2.2333230081148828e-7,2.5633157353484094e-5,C33H5.11
rsp-6,421.17602912308257,1.3903399999098547,0.30865856687838766,2.3809605334214802e-7,2.709410986493469e-5,C33H5.12
daf-31,148.2056359360871,1.2405172585914361,0.263652318963294,2.471997906450491e-7,2.7891678073289698e-5,K07H8.3
mdf-2,57.98675606674561,5.5527948970180825,1.2575894026304333,2.6169644469446345e-7,2.9279213988757028e-5,Y69A2AR.30
nlp-8,2052.52401050766,-1.182351750198964,0.2487072722800466,2.651290064864754e-7,2.9416063269674447e-5,D2005.2
ptr-8,61.73200534784488,3.445331666348544,0.8153383020104411,2.8307237459749084e-7,3.1147318970173494e-5,F44F4.4
daf-22,460.6253295647548,2.1922024449397797,0.6016140639120579,2.8839542701290587e-7,3.14729238954904e-5,Y57A10C.6
Y69A2AR.28,82.82914595371011,3.812876197711817,0.8733026003399355,2.938607992806124e-7,3.1808639687984336e-5,Y69A2AR.28
cpi-2,268.46735581929426,-1.5583206138743033,0.3740185311373141,2.995554189841574e-7,3.216355522866993e-5,R01B10.1
dif-1,113.6177010817533,1.6311396529705766,0.40411389765503164,3.1362213868777995e-7,3.3398601808986306e-5,F49E8.5
kynu-1,35.017585372255425,3.2838353142662724,0.7988015941254946,3.1607509598409755e-7,3.3398601808986306e-5,C15H9.7
hrg-7,62.474960800236815,3.2354131626083893,0.7967890177698271,3.4454106104029216e-7,3.611984005268071e-5,C15C8.3
prx-11,67.09348326311216,2.819207024520962,0.7386078523875086,3.517427428858387e-7,3.6586741240484816e-5,C47B2.8
dod-6,10050.028201192614,-1.3060368169014598,0.2874921478982624,3.550633366577335e-7,3.6645839257837704e-5,T20G5.7
Y38F2AR.9,672.1139328935097,1.743073270125317,0.4554054206274553,3.933691172634733e-7,4.028704944035295e-5,Y38F2AR.9
nhr-4,393.2323309949344,-1.6634224083519686,0.4249200169120213,4.291682111168918e-7,4.361790505962059e-5,F32B6.1
nlp-38,1920.8293570304652,-1.439380767378451,0.33662422439187756,4.5447827132427603e-7,4.584033109402584e-5,C01A2.7
C54F6.17,109.23086126359182,-4.839241300421849,1.1112803702909269,4.585799852460405e-7,4.590627010199837e-5,C54F6.17
pgl-1,58.58500214454626,4.813747623846949,1.1060314420626918,4.64257869630926e-7,4.612783041989663e-5,ZK381.4
hil-5,57.14638723892287,5.346192145388542,1.250772913588215,4.783420064233514e-7,4.7112842608296395e-5,B0414.3
DC2.5,53.31959103493573,2.549511711469803,0.7063553187268976,4.812488053724132e-7,4.7112842608296395e-5,DC2.5
C05D12.3,92.91139786177807,2.819219230752105,0.7577337961059266,5.16091138336254e-7,5.009692940188021e-5,C05D12.3
hil-4,93.37555007784543,4.971750500123968,1.1550137414480355,5.205127392376307e-7,5.009692940188021e-5,C18G1.5
F28H7.3,141.45552250099044,3.5914778870953,0.8731032239941516,5.230188663708389e-7,5.009692940188021e-5,F28H7.3
C18H9.6,153.2877238706565,2.5130515557422064,0.7034848958660839,5.314259766414413e-7,5.0180180517759924e-5,C18H9.6
B0546.4,106.7265122916517,-1.7590253841203012,0.4703045652765107,5.300479926885543e-7,5.0180180517759924e-5,B0546.4
F32H5.3,290.9783578264557,4.3076169745294886,1.0082041952355993,5.726331155435666e-7,5.3690403523570755e-5,F32H5.3
C06H5.14,48.30919127784319,-5.967938521894227,1.490284966959727,6.023572990064267e-7,5.60824131396613e-5,C06H5.14
C44C1.1,212.0650707056644,2.1692710013876777,0.6238953087454165,6.226491058918499e-7,5.717207031616614e-5,C44C1.1
osm-11,1023.2328014420852,3.2223444396841425,0.8286086773129437,6.206114228548161e-7,5.717207031616614e-5,F11C7.5
cpr-6,173.96653406450602,-3.2671219323795144,0.8363442387880925,6.327200032400737e-7,5.7698863857111924e-5,C25B8.3
timm-17B.2,11.87610296534635,5.95369214363269,1.5051715585312568,6.964097657266066e-7,6.307482735295265e-5,D2096.1
F26G1.2,177.21661306906077,-2.803414739916156,0.7733285474948924,7.275145352401673e-7,6.544681433910531e-5,F26G1.2
phb-2,614.8696332048706,1.1292172259105715,0.24647730942209672,7.672664527629416e-7,6.855963457775709e-5,T24H7.1
Y66H1A.4,590.3723248056476,1.3823212755222862,0.3265345674378141,8.238328898234729e-7,7.312340730073146e-5,Y66H1A.4
pbrm-1,930.7880250034041,-3.217836827891549,0.8478308475425115,8.538083403503585e-7,7.518019131353973e-5,T28F4.5
nlp-14,1540.8870654074267,-1.7763660324109107,0.4922032576121827,8.582987141098122e-7,7.518019131353973e-5,D1009.4
nlp-52,333.1975134826378,-1.9104086160394518,0.5479202046117555,8.864043447830379e-7,7.713455847347298e-5,F42G9.4
F58A6.1,263.6582568104751,2.4916525781483894,0.7237289213381173,8.949673814847864e-7,7.737399816291199e-5,F58A6.1
K01G5.5,476.1283250005305,1.2417742566270304,0.28084756297758173,9.017448485434392e-7,7.745697363553129e-5,K01G5.5
hpo-34,627.0010627994137,1.6231234047667167,0.42754321189292566,9.117873413669658e-7,7.781754271128065e-5,F29G6.3
dars-1,478.8777776004139,1.151674850791766,0.25478524700118715,9.198840753541884e-7,7.800851324373036e-5,B0464.1
snt-4,3696.3691514559346,-1.0866979359534124,0.2378519091478541,9.720462778697855e-7,8.191027938960965e-5,T23H2.2
F49C5.11,20.591072654201845,5.4647493072757944,1.3674353787953955,9.868842005911971e-7,8.263758645705156e-5,F49C5.11
osta-3,121.98743662496847,-1.4661459964726857,0.3628794253422409,1.0026307648601642e-6,8.343141252092642e-5,W01D2.5
dhs-18,164.20349876996607,2.4203997006389857,0.7130808672205124,1.0097295838376032e-6,8.350024645474441e-5,C45B11.3
flp-32,1601.1525232996928,-1.6001854351453981,0.42091815637201985,1.035160767547905e-6,8.507487937736302e-5,R03A10.2
R06A10.1,16.35557120963325,-5.767234942139747,1.4913717886431197,1.0606033997233833e-6,8.66311267724977e-5,R06A10.1
let-653,18.84217255121755,5.558759683074576,1.4121866016073057,1.0747558560931368e-6,8.725182602453673e-5,C29E6.1
lpr-5,260.22046424796065,5.594123855606249,1.4293620652566015,1.10595433617917e-6,8.924046079933011e-5,W04G3.2
cyp-35C1,135.39083917688023,3.438475744676368,0.900794718709709,1.1227486901839316e-6,9.004985578981243e-5,C06B3.3
fib-1,824.515213197479,1.708346678648724,0.4716344445732347,1.13673371609147e-6,9.062558500623851e-5,T01C3.7
wago-1,23.422149752980705,5.652233279722671,1.4572564471368281,1.1487197972845815e-6,9.103604393480309e-5,R06C7.1
T25C12.3,130.08599624725858,1.646709209732536,0.44575220856856673,1.1979687165970763e-6,9.437725143652944e-5,T25C12.3
hpo-19,386.22750113448325,1.2321569456527177,0.2825794155256712,1.2462529187375043e-6,9.760359623571254e-5,T05H4.5
nlp-43,654.1866216846444,-2.0692370737639525,0.6209232688239688,1.278187876780235e-6,9.951925959913478e-5,C45G9.13
clec-70,15.669138020262578,5.914256666234125,1.5897125704928934,1.2867401846143604e-6,9.960266754625346e-5,Y46C8AL.3
mtl-1,38.543325768855695,-5.050420808954181,1.2689520949278745,1.3137597026389025e-6,1.011063391961523e-4,K11G9.6
F53C11.9,169.25951341481203,-2.810294520071949,0.809455420705462,1.331753090417607e-6,1.0190207267712655e-4,F53C11.9
hpo-8,204.08735598535273,1.6621197339471387,0.4561081430831167,1.342103638822838e-6,1.0210724484164151e-4,T15B7.2
Y60C6A.3,52.52147461251548,-5.139173725166017,1.3060158592063524,1.424205822973608e-6,1.0773793367653759e-4,Y60C6A.3
cdr-4,169.70777897069442,1.4266679860118954,0.3549814157214541,1.4543582082859924e-6,1.0939731743005483e-4,K01D12.11
bckd-1B,221.75499928916201,1.4519555301633444,0.3664246628274626,1.5221851196371252e-6,1.1385602630813868e-4,F27D4.5
F23A7.8,105.42582338193155,2.771046259327736,0.8131515993586313,1.591753929060642e-6,1.1839447939392953e-4,F23A7.8
Y105C5B.15,73.69929332144004,3.946689534774353,1.019731838167394,1.6115583993794933e-6,1.1920160294076986e-4,Y105C5B.15
dpy-10,123.275632686896,5.403970578343459,1.4169108554083276,1.6520621788153273e-6,1.2152240800412855e-4,T14B4.7
cpi-1,59.517471802742264,-3.0454152098610736,0.8665635099824452,1.6996419510522029e-6,1.2433534580389577e-4,K08B4.6
ins-17,1093.4214589615976,-1.3301598419939007,0.32146072140066334,1.753498304064452e-6,1.2757418808914816e-4,F56F3.6
F14F9.2,282.64739244376744,-5.369368890519507,1.4151978519425112,1.7780583018005664e-6,1.2865797951180837e-4,F14F9.2
vha-12,1324.4166888491263,1.0930616957309787,0.24703959264861466,1.8339851083879258e-6,1.319874472058208e-4,F20B6.2
far-2,691.7980010910039,1.7771600361164224,0.5196710400840716,1.894832863253308e-6,1.3490804674521148e-4,F02A9.3
W03G1.5,266.02052835001723,-3.028953525020719,0.8711920112890483,1.8887140771616856e-6,1.3490804674521148e-4,W03G1.5
T23H2.3,27.780651372375782,3.4891716367195573,0.9524866800940996,1.960476952451303e-6,1.388393092815779e-4,T23H2.3
fbxl-1,884.4673838400593,-1.461022144296298,0.3768886072317956,2.006586082407781e-6,1.4135284180517033e-4,C02F5.7
cyp-34A2,272.6681251401975,-3.0955128163400074,0.8875373393156295,2.018652539302193e-6,1.4145442056983894e-4,T10H4.11
srt-39,23.48743630459305,-4.900061316658765,1.2880318918538383,2.2099738591618195e-6,1.5405021969047363e-4,W04D2.2
fkb-5,142.5284583963645,3.0462643268853964,0.8867898513903322,2.2443451905744993e-6,1.5563131180890044e-4,C50F2.6
eif-3.C,440.1501344898008,1.3541114700273893,0.3356113906916441,2.2694240786749295e-6,1.5655498540662183e-4,T23D8.4
nhr-88,617.0809426582179,-1.3725098925109098,0.3429846267445197,2.2834386824959267e-6,1.567098073131483e-4,K08A2.5
his-74,44.175808749517024,4.598177484006224,1.2079499168447894,2.3294271854996193e-6,1.5904612075765096e-4,W05B10.1
C38C3.4,37.73466259036499,-2.1235691881823153,0.6674427291977728,2.3453556896814568e-6,1.5931666149193325e-4,C38C3.4
ZK6.11,70.55268623118106,3.1138642000379155,0.9025095836965253,2.35927641491725e-6,1.594487623766917e-4,ZK6.11
Y87G2A.2,181.4729724120207,2.242713813673179,0.7082792155368963,2.4172851535591256e-6,1.6254411381053636e-4,Y87G2A.2
Y22D7AL.10,979.8305982216331,1.5391446746642137,0.41780839220951915,2.476817626439876e-6,1.6297676556550593e-4,Y22D7AL.10
R02F2.8,81.06663394322447,-1.96576832543688,0.6107403675995338,2.4673871122784262e-6,1.6297676556550593e-4,R02F2.8
C04E6.8,43.241123345300366,-2.549238159734372,0.7928341378441104,2.4582758392497624e-6,1.6297676556550593e-4,C04E6.8
tatn-1,451.4073365154444,2.5762651750868755,0.799870320284916,2.484924396109186e-6,1.6297676556550593e-4,F42D1.2
Y54G2A.45,14.275239963189888,5.664265475588145,1.6006562341715935,2.4759707764476213e-6,1.6297676556550593e-4,Y54G2A.45
mpst-7,105.7566538178498,2.9182856860278923,0.8733291219903162,2.568731205627711e-6,1.6764748662611442e-4,R186.6
D2063.1,243.84009836705303,3.3084584502988945,0.9456072971275421,2.63307161240338e-6,1.710083680367737e-4,D2063.1
mlt-8,80.09022877115171,5.47035011597645,1.5460754269160315,2.9555320559618168e-6,1.895727025803817e-4,W08F4.6
eif-1.A,1950.5127117336292,1.0985412589160164,0.2546877422030931,2.941173429234046e-6,1.895727025803817e-4,H06H21.3
grsp-4,241.5185744584995,3.3298365567818946,0.959525280594096,2.961628521610289e-6,1.895727025803817e-4,F07C4.7
npr-4,90.1773710231115,-1.714792511692166,0.5093877617613749,3.1113471834922573e-6,1.982032363684972e-4,C16D6.2
Y51A2A.12,65.95381249904743,-2.85068081935981,0.8748726334822098,3.139512972343812e-6,1.990451224465977e-4,Y51A2A.12
F32B5.6,394.05312313469983,-1.8202483037373098,0.560695916226718,3.2736279405452317e-6,2.0656437156596784e-4,F32B5.6
coq-5,144.31058060164423,1.3396329723343867,0.33892170705861735,3.4658579082786267e-6,2.1664052671747247e-4,ZK652.9
F35E8.1,48.7366807472112,-6.254601146901666,2.1709883378424184,3.4587610798641085e-6,2.1664052671747247e-4,F35E8.1
mrpl-1,113.89531836530725,1.223299130099334,0.29647563948187383,3.5442196301355593e-6,2.205034586711441e-4,F33D4.5
spp-23,359.0627260022435,5.499872127295578,1.6074373864730058,3.6657772138377604e-6,2.259544343751664e-4,Y34D9A.11
F22D6.2,1811.5503347620274,-1.3944956235240271,0.3629819573126765,3.6636873943867044e-6,2.259544343751664e-4,F22D6.2
gst-26,39.94023063045647,2.9871332681761116,0.9196091830809334,3.933525707948342e-6,2.4134083537154022e-4,Y53F4B.29
C45B2.2,107.45343043847654,3.347231676058371,0.9898357115551043,3.991041930806201e-6,2.4374647828786125e-4,C45B2.2
tts-1,17231.17258590006,-3.127268781192852,0.9499612327830088,4.079748347466856e-6,2.4802634474051927e-4,F09E10.11
nlp-41,603.8818956383172,-1.6964385314162636,0.5121596789744645,4.200541685059491e-6,2.5420914543128207e-4,C04H5.8
C41G7.3,28.64215085409549,5.841846840108482,1.8704444176155401,4.3411025972713265e-6,2.6034882873905604e-4,C41G7.3
W06G6.9,77.59404307991032,-4.514949935463038,1.2665246427245316,4.3394297562052355e-6,2.6034882873905604e-4,W06G6.9
Y15E3A.5,280.30446225833634,-1.9669570788836985,0.6385408115201079,4.399806018804504e-6,2.6268617638727874e-4,Y15E3A.5
