gene,baseMean_A,log2FoldChange_A,lfcSE_A,pvalue_A,padj_A,compared_condition_A,gene_wb,baseMean_B,log2FoldChange_B,lfcSE_B,pvalue_B,padj_B,compared_condition_B
C14C6.2,148.19459793491646,5.466293653897499,0.7060095564981507,5.855656884586016e-16,1.999031173368672e-13,A,C14C6.2,148.19459793491646,5.075950480396582,0.7861914165829962,3.876819622480986e-12,1.5586107155581058e-9,B
clec-80,61.046942643485686,6.137996198318785,0.8003902900870973,5.852239194557798e-16,1.999031173368672e-13,A,Y54G2A.39,61.046942643485686,1.9074310406046033,1.4094125451357777,0.00112671765412961,0.04194241242733712,B
nspc-17,133.84021645858394,5.423297519429442,0.708585309630833,1.2100808232656889e-15,3.835956209752234e-13,A,D1025.8,133.84021645858394,4.829725362855892,0.8320091605846893,3.044921535768304e-10,9.181199660725379e-8,B
dhs-2,236.87252504793656,-6.238802834968754,0.8273107963315649,1.4196857082527299e-15,4.253400209833887e-13,A,F55A12.4,236.87252504793656,-3.512504339265361,0.9937092960082805,1.3735197206178907e-5,0.0012455655150655925,B
lact-4,311.08461296229615,-3.9020743046613005,0.5020295891870842,1.3911696639797535e-15,4.253400209833887e-13,A,M05D6.4,311.08461296229615,-1.9056253088140085,0.7322251970081929,1.0484465153106024e-4,0.006354428854854862,B
F11C7.2,95.89456211187922,5.370389585842944,0.7032047595560887,1.4376071011155545e-15,4.253400209833887e-13,A,F11C7.2,95.89456211187922,4.260652604172248,0.860681366966418,6.044865849686642e-8,1.0721636325451557e-5,B
alh-4,462.5039860162689,-2.9827703048222283,0.3903309621809885,2.0122608286434274e-15,5.824182754904042e-13,A,T05H4.13,462.5039860162689,-2.1510351156407714,0.46466443619552733,3.35119835530601e-7,5.116304223208327e-5,B
Y26G10.7,250.60872429844656,-6.335755965252071,0.848462058468476,2.265130568305714e-15,6.416584763068569e-13,A,Y26G10.7,250.60872429844656,-1.880164345240346,1.3748573291731379,0.0011131803545220208,0.04156677478603744,B
cpl-1,782.2630559941827,-3.1254858048071132,0.4084537849205371,2.517134731403494e-15,6.839414655899208e-13,A,T03E6.7,782.2630559941827,-1.0191364734570794,0.6507797634550249,0.0010030004901335325,0.03889771354180237,B
W01A11.1,100.42594502680399,-4.000488684754726,0.5257665406042942,4.732689083640603e-15,1.2355102443057056e-12,A,W01A11.1,100.42594502680399,-2.8508400424280422,0.600518027165736,3.7955030613320666e-7,5.722195302840757e-5,B
F55H2.7,96.19183573344101,-3.7997087950900084,0.5093198257531517,1.5551654488685465e-14,3.569909101075143e-12,A,F55H2.7,96.19183573344101,-2.9838990018929077,0.5588571694883451,2.324462589421749e-8,4.5218295630670505e-6,B
F01D5.3,118.14226004840464,4.6505229445923595,0.6300920401598352,1.7699275208933948e-14,3.927469168862443e-12,A,F01D5.3,118.14226004840464,1.8375863763128175,1.2087880827759732,8.514380593304926e-4,0.034460384005319034,B
F12A10.9,325.2373615884597,-6.240018074787005,0.8680695472720684,1.9264128049763968e-14,4.204632800894385e-12,A,F12A10.9,325.2373615884597,-3.918578895820783,0.9945676783284065,3.891322022881778e-6,4.266657719816102e-4,B
T07E3.2,604.7743278154047,-2.722998977013679,0.37972125802934514,2.676700659295682e-14,5.656760726644875e-12,A,T07E3.3,604.7743278154047,-1.3926454192495372,0.526871209278617,8.914725016590984e-5,0.005612150986812001,B
acox-3,269.647619171741,-3.0428827647602716,0.4245964412418876,7.235443498294291e-14,1.356798517412538e-11,A,F58F9.7,269.647619171741,-4.382517455149803,0.4877587112570757,2.3664134032170348e-20,4.6625111371432913e-17,B
nspc-10,219.57655017846756,5.425921827610874,0.7733369722217805,1.3543679294050155e-13,2.4367641367700508e-11,A,F42F12.9,219.57655017846756,4.843673233670601,0.8910147986748571,2.4294420786210556e-9,6.104479356301782e-7,B
phat-7,952.1149584535352,4.931439719913217,0.6993578585915079,1.5778329601971402e-13,2.7641142147453585e-11,A,C49G7.3,952.1149584535352,3.1237455008092625,0.8549724392588547,1.2553504571375843e-5,0.0011828735830887816,B
R06F6.14,63.23919461667188,5.115556393514114,0.7306119574179412,1.939001267951654e-13,3.3097260104497845e-11,A,R06F6.14,63.23919461667188,4.440907137648294,0.7921167562715098,1.551741916205673e-9,4.1590131669681385e-7,B
cytb-5.1,775.6682564204423,-2.8367992948849814,0.4090699221957342,2.0313737987567342e-13,3.380713844580895e-11,A,C31E10.7,775.6682564204423,-2.8978550089336452,0.45535395869537026,6.322046860889785e-11,2.006584399715571e-8,B
cyp-29A3,83.49605273275621,-4.1395900547731825,0.5937868529876716,4.706412066611343e-13,7.286182587774817e-11,A,Y38C9B.1,83.49605273275621,-3.892881616364878,0.6799995442697274,1.4575233183174272e-9,4.088183428424765e-7,B
lips-10,369.25999388685733,-3.5540469773973618,0.5094899340580427,4.948468675960328e-13,7.494263896863955e-11,A,F14E5.5,369.25999388685733,-3.0339563386074353,0.583824319164614,4.7290824711465046e-8,8.642039952196666e-6,B
nspc-16,129.38576270137682,5.38885113689746,0.794996778494604,7.306592838294593e-13,1.093033449989373e-10,A,D1025.6,129.38576270137682,5.162918616264546,1.0028302991246143,7.356252182904812e-9,1.6430325477410174e-6,B
dlc-1,941.575899976583,1.9223374479831845,0.30489417343519626,1.1084780703792983e-12,1.6398085587811087e-10,A,T26A5.9,941.575899976583,1.3309846089499944,0.3696794779782153,6.091990896992431e-6,6.174411950304682e-4,B
nspc-18,60.2137332679742,5.785319213551174,0.8741893825673062,1.5254805297084409e-12,2.207635627449802e-10,A,D1025.7,60.2137332679742,5.6427859750096845,1.2787019471618477,1.0597265348054944e-7,1.7751891300401482e-5,B
cyp-14A2,27.23051601850391,-7.375645344384464,1.161962426620904,1.5949858935203292e-12,2.2667044743472315e-10,A,K09A11.3,27.23051601850391,-5.0120635275125585,1.520507487796097,5.294134052526665e-6,5.457482975002061e-4,B
mua-6,224.28006343183074,4.760415178746901,0.7090831391398488,1.876662143097794e-12,2.5495795686942886e-10,A,W10G6.3,224.28006343183074,6.87142374801738,0.8998232270391268,7.269389658886541e-17,5.845073911722038e-14,B
dod-24,189.6871553560608,5.552985041222159,0.8396174906315654,1.928049890923224e-12,2.592934974520384e-10,A,C32H11.12,189.6871553560608,2.1718205281212346,1.3108534653317268,5.969242950280311e-4,0.02608515913888798,B
ZK550.6,107.06422100342506,-3.470652421375304,0.5158979423037026,2.5163487596496188e-12,3.2526861539781575e-10,A,ZK550.6,107.06422100342506,-3.5379531969696294,0.5755236396089307,1.6224303626996825e-10,5.017469898595095e-8,B
C01G10.6,67.9157410845322,5.390480666501677,0.822642785444018,3.3240160830548e-12,4.25537982017227e-10,A,C01G10.6,67.9157410845322,3.4218728691625087,1.5807249718805012,1.3349359587584185e-4,0.007703666315112576,B
B0272.4,299.28349878938184,-3.2187535412326214,0.485085829602731,3.506147711715387e-12,4.445795298455111e-10,A,B0272.4,299.28349878938184,-4.290725192189512,0.5572958705538218,1.3602391841674584e-15,9.650496941319834e-13,B
cyp-13A12,147.5182005641697,-4.668774940379262,0.7048608285449571,3.6631220184677654e-12,4.6010194862150785e-10,A,F14F7.3,147.5182005641697,-4.814950323754199,0.9847548626682662,4.165956312235284e-8,7.730092166441502e-6,B
F53B3.6,58.595199569061364,3.928604709699263,0.5939798117990666,5.7063956031936255e-12,6.906813732810902e-10,A,F53B3.6,58.595199569061364,4.327997856687893,0.6525437908313203,3.0356290613389845e-12,1.2625076589244652e-9,B
fipr-1,144.41080263645864,4.039252422266284,0.6119604093959142,6.0516655119464595e-12,7.258727443788754e-10,A,F23H12.8,144.41080263645864,2.0477277199957475,0.9129274033296964,2.1444764643377496e-4,0.011760662534205752,B
acox-1.1,275.1466432484482,-3.045469439238795,0.4716310254492482,7.834396954435446e-12,9.060705027936572e-10,A,F08A8.1,275.1466432484482,-3.830432037349115,0.5381096213539299,1.7743286148670377e-13,8.916740593296393e-11,B
Y87G2A.2,181.4729724120207,-3.2230188092856302,0.4988264835005181,1.060240384084787e-11,1.1666149151822192e-9,A,Y87G2A.2,181.4729724120207,-3.8252258328895623,0.5891615510723008,1.3453620335487036e-11,4.917094389888156e-9,B
cbl-1,88.77898681288619,4.083141160249379,0.632716933376741,1.5468744988961273e-11,1.647606966264243e-9,A,C12C8.2,88.77898681288619,3.6184541989100376,0.7774973839391113,4.199055435388369e-7,6.101784048942063e-5,B
fipr-5,56.1638948124456,4.592596490305536,0.7178884029011118,1.6934033695962443e-11,1.7893628938733648e-9,A,C12D8.18,56.1638948124456,4.063677755165933,0.889234494235791,4.046182851399405e-7,5.9513428500888077e-5,B
pmp-2,139.3548695834084,-2.3927005356461652,0.4006563184609568,1.9371949222243808e-11,2.0308514326374334e-9,A,C44B7.9,139.3548695834084,-2.872582958756438,0.43428707018566176,1.2487650295545742e-11,4.7066734442055375e-9,B
cdr-6,322.99806129001297,-2.689370011214486,0.44739214339187827,4.209969810133301e-11,3.9752863866748056e-9,A,K01D12.12,322.99806129001297,-1.4328009576050205,0.6593738952648882,2.4227758724629703e-4,0.012929690176007027,B
dhs-6,915.060324302493,-2.9493390554276795,0.4814898817936411,4.622335630691823e-11,4.33392792866415e-9,A,C17G10.8,915.060324302493,-2.168796053752255,0.5992302213367309,1.1371527689174215e-5,0.0010799369721191355,B
C07D8.6,372.25185736093385,2.488581364771421,0.4241081993162965,4.9727647291232184e-11,4.6298873848633935e-9,A,C07D8.6,372.25185736093385,1.2506213379793933,0.6120974947024258,3.351413171148107e-4,0.016634318624369267,B
acs-14,293.92028974616903,-2.1775749429678015,0.3811751986711629,5.297670165574919e-11,4.898137540587811e-9,A,F11A3.1,293.92028974616903,-2.764752200596049,0.40473679524999834,2.9875751849240434e-12,1.2625076589244652e-9,B
plin-1,3110.0153344870796,-2.9147195548058114,0.47933230251473896,5.489829329513615e-11,5.040799151251329e-9,A,W01A8.1,3110.0153344870796,-2.6705020457189996,0.5370001412659775,1.34328756800808e-7,2.2193686791432128e-5,B
W10C8.5,53.65129973141148,4.271563565296207,0.6857972435065335,5.883122445710091e-11,5.364924126176997e-9,A,W10C8.5,53.65129973141148,1.4374633339730252,1.0193644282703236,0.0011681623038135992,0.0428446379879026,B
gyg-1,1847.6718985811917,2.298791739673988,0.401583161856099,6.491900548676773e-11,5.800883483562587e-9,A,F56B6.4,1847.6718985811917,2.774914231401693,0.42281170321601685,1.8013146581284704e-11,6.389898850496318e-9,B
nspc-1,84.38193579781297,3.5432355134752815,0.5699234072058369,6.491301833760708e-11,5.800883483562587e-9,A,C03G5.8,84.38193579781297,2.473382196945039,0.9554618392116615,1.1308828230982867e-4,0.006719003807580511,B
asp-5,994.9447804185896,3.703144732574965,0.5962682925136643,7.206088463597084e-11,6.3537656824060635e-9,A,F21F8.3,994.9447804185896,2.6306446811292283,0.774823346302339,2.3737224630014154e-5,0.001988157404601394,B
acs-22,110.21926567260329,-3.2277312820454447,0.5260130740755548,7.579977001937228e-11,6.6394614344600165e-9,A,D1009.1,110.21926567260329,-2.328307651192275,0.646657634893151,1.3332739251527533e-5,0.001220448845428379,B
scl-25,129.02731698436705,3.8565997866290043,0.622646217136998,8.106861219766331e-11,7.008750018179801e-9,A,T19C9.5,129.02731698436705,3.739800370051849,0.6639620229146019,2.877824757295019e-9,6.941888879547045e-7,B
Y39G8B.7,236.8627342618158,4.790677606325778,0.7860399611443492,9.784393476710006e-11,8.091267996827144e-9,A,Y39G8B.7,236.8627342618158,3.527323208254342,0.9639780113036872,1.0330462247921195e-5,0.0010129732127819313,B
lon-1,420.5583601180051,3.707566451874908,0.6037744394060923,1.0956261236623403e-10,8.894613542951463e-9,A,F48E8.1,420.5583601180051,3.2338087595202634,0.6956218585771018,5.351195885915781e-7,7.444773684498371e-5,B
Y53G8B.2,143.12064751925053,-4.043575935693555,0.6587893361750718,1.1092887491869983e-10,8.950951761621633e-9,A,Y53G8B.2,143.12064751925053,-3.35413564451497,0.7609344509392001,1.2824963297524572e-6,1.5946585807365346e-4,B
Y50D4B.2,69.05641788120325,-4.935365420129777,0.8178794573722429,1.2682795782922012e-10,1.0111301979270878e-8,A,Y50D4B.2,69.05641788120325,-4.05422184644527,0.9446290365965128,1.1652455359668553e-6,1.4951091924783234e-4,B
far-3,85.12542994656236,-4.466354610344876,0.7390350616398976,1.640022435790318e-10,1.269491785471645e-8,A,F15B9.1,85.12542994656236,-4.318438473285389,0.8381237880604042,2.0770574741321784e-8,4.138897839264814e-6,B
R13D7.2,47.0349697513562,3.924362002655681,0.646637721516752,1.7056042798696357e-10,1.3126251666002503e-8,A,R13D7.2,47.0349697513562,2.6669230775035997,0.8385288002177538,3.7170053040488165e-5,0.002855465030072151,B
dhrs-4,252.57528228865283,-2.3169613497345103,0.42143716541274956,2.5485841675969746e-10,1.8851027559658957e-8,A,F54F3.4,252.57528228865283,-2.957889011909989,0.4451620451986047,9.863564960599732e-12,3.837563128703012e-9,B
F45E1.4,22.128356266980212,-6.667788994658898,1.1899809207692682,2.8506700055716307e-10,2.0739792597912943e-8,A,F45E1.4,22.128356266980212,-3.4541504395574703,1.2820784881474716,6.359582253352484e-5,0.004447154182795929,B
acs-19,1444.595005498093,-2.6831991347283317,0.4814767684842989,4.931850093391696e-10,3.455929060179844e-8,A,C36A4.9,1444.595005498093,-1.2486179547677425,0.7462689506635579,7.047320706000498e-4,0.029615935552289897,B
T03F6.9,35.97804735362541,5.28273782744404,0.9208640568369627,5.49592783164406e-10,3.8110824557556784e-8,A,T03F6.9,35.97804735362541,6.336203775577238,1.2752314157682365,2.961397009419256e-9,7.003413594236402e-7,B
tyr-4,81.20336087393105,3.268568813332816,0.5676960313054661,6.774860865232086e-10,4.6020662020255096e-8,A,C34G6.2,81.20336087393105,1.8239133742668512,0.8973084869408933,3.1869774080953394e-4,0.016015889382932455,B
dhs-9,485.23877213873726,-2.3664722914801475,0.4435559633270801,7.212021922585421e-10,4.8495383776415306e-8,A,Y32H12A.3,485.23877213873726,-2.5661719661728526,0.4724404604609801,1.3514153876193393e-8,2.8102449982891124e-6,B
C23H5.8,150.8833693828287,4.784323732415955,0.8319938301765403,7.429370471639968e-10,4.9457319229707265e-8,A,C23H5.8,150.8833693828287,3.8009491418609365,0.9678469179570476,4.415225029473123e-6,4.79748009734012e-4,B
phat-3,109.60520212590353,5.219603155922585,0.9302953611420915,1.1729653911360528e-9,7.581000591060877e-8,A,C49G7.4,109.60520212590353,3.6657302860375416,1.1798064763395402,2.830228077743275e-5,0.002290965157426956,B
F01D5.5,262.49754247812325,3.7301338833550695,0.6564055100411995,1.4731447162314852e-9,9.295473342135543e-8,A,F01D5.5,262.49754247812325,2.124940484275411,0.9656668064219758,2.3149446438620397e-4,0.012633731832407269,B
acs-7,77.58195974479277,-3.010411390025641,0.5487077201404383,1.8028922120358229e-9,1.1147035813580754e-7,A,C01G6.7,77.58195974479277,-3.6225767315909985,0.6022066750853615,3.3828995337713526e-10,9.951500311418606e-8,B
cpg-9,70.77263858447732,3.8958313804865567,0.6940389089694675,2.2054310424807965e-9,1.316731340788759e-7,A,Y67D8C.8,70.77263858447732,4.729034291132403,1.3391003859934336,4.725884571394758e-6,5.044149895185148e-4,B
ugt-41,117.67709509967207,-3.700313366380798,0.6649374770327755,2.720847173727902e-9,1.5818934179481785e-7,A,F10D2.11,117.67709509967207,-2.554605515559526,0.9265023918278504,8.312047312668813e-5,0.0054053681386406725,B
F10D2.10,30.33609037960404,-3.161867855805869,0.5889283665795724,4.3403866419029775e-9,2.417904089970554e-7,A,F10D2.10,30.33609037960404,-1.867391470467029,0.9133749287059293,3.114723760829564e-4,0.015850921214922098,B
kmo-2,34.38923512329016,5.288079640714881,0.9895497311463004,4.624357275478657e-9,2.565362198571785e-7,A,R07B7.5,34.38923512329016,3.399320805168792,0.7222162085379701,3.882268086333206e-7,5.7807451097857775e-5,B
nspc-9,85.04115440994616,3.745571807265997,0.6876193635602742,5.0760991429297585e-9,2.804281493318125e-7,A,F42F12.1,85.04115440994616,5.417057404059787,1.1924151816472754,8.750603560005865e-8,1.5077289933890107e-5,B
nspc-4,80.37024671106322,4.824398318023484,0.8954719164270801,5.205510770874518e-9,2.8638913389844355e-7,A,C03G5.11,80.37024671106322,4.33038736934583,1.5966294273830046,2.8101620420738416e-5,0.002290092188476527,B
Y48A6B.9,70.65522866759994,-2.3179500639000215,0.4692007022810403,5.37959685490861e-9,2.9474877582820263e-7,A,Y48A6B.9,70.65522866759994,-2.707356896759656,0.4927273959953088,1.0339259517680867e-8,2.233703471393112e-6,B
Y32F6A.5,365.88832597140055,2.14804443328349,0.44104418193295664,5.979836051969684e-9,3.2233011010495694e-7,A,Y32F6A.5,365.88832597140055,1.6840028971752448,0.5491596813614377,3.348695330008396e-5,0.002622637297092939,B
T05E12.6,81.58331671528099,4.192927605279952,0.775453842473288,6.313852367239682e-9,3.376009253712013e-7,A,T05E12.6,81.58331671528099,5.51943877700044,1.382134419405451,5.370162594738066e-7,7.444773684498371e-5,B
hphd-1,185.09113712526448,3.98111681056263,0.7390108107876895,7.159182319714453e-9,3.7482923801869165e-7,A,Y38F1A.6,185.09113712526448,2.9170729856987605,0.9459693907226224,4.304330588475249e-5,0.003224505045192546,B
lec-9,731.4187646653274,2.2640932560023197,0.47785968979722454,1.3843216142693187e-8,6.826243693474706e-7,A,C16H3.2,731.4187646653274,1.4851409813652356,0.6562004483411739,1.9983669143476367e-4,0.01105610245593892,B
C24B9.3,57.075645876203176,4.658447402218365,0.9172132659600726,2.6683744990451564e-8,1.216669112338603e-6,A,C24B9.3,57.075645876203176,3.6615047300817634,1.0186182016226109,1.0984181967130681e-5,0.001068388860528735,B
cdr-4,169.70777897069442,1.6861082099150297,0.35979629012191067,2.930828809557233e-8,1.3227476193371188e-6,A,K01D12.11,169.70777897069442,1.7759730800893363,0.4604259205741621,3.34217361346438e-6,3.839043423999418e-4,B
cyp-29A2,87.76966197355216,-2.9634859498412416,0.605932193901729,2.9769693669944926e-8,1.3300459782605597e-6,A,T19B10.1,87.76966197355216,-3.719341700109649,0.6733347101287516,5.3958706347914615e-9,1.2515306870426888e-6,B
R09B5.11,47.38215767838849,-3.7213850389500025,0.7338555061521387,3.109118754207279e-8,1.3798269031171906e-6,A,R09B5.11,47.38215767838849,-2.2734128589413647,1.0929867402209175,2.812618356375524e-4,0.0146852770546516,B
nspc-3,44.816485407606166,3.350086434903711,0.6711003605370658,3.371033136710613e-8,1.486156794111427e-6,A,C03G5.10,44.816485407606166,3.7810489984539393,1.5698466377257916,7.192488189185547e-5,0.004901050850269315,B
F42A10.7,217.2861263465278,3.5591317195618277,0.7090870720750481,3.594191714289148e-8,1.579309190892598e-6,A,F42A10.7,217.2861263465278,2.9504653390024203,1.676236298203357,3.180119482066366e-4,0.016015889382932455,B
W02G9.4,40.09010471603714,4.4148651153196665,0.8771922427382246,3.6855838474805414e-8,1.60884797853626e-6,A,W02G9.4,40.09010471603714,5.9164731287460866,1.3203724729298127,5.252402379378248e-8,9.455108223534486e-6,B
F53C11.3,444.4639421396167,-1.973583898127752,0.437803372629062,3.8053365137186367e-8,1.655694455674834e-6,A,F53C11.3,444.4639421396167,-1.6032483934654747,0.563852407585858,5.61621156366899e-5,0.004080549859603114,B
lonp-2,128.31287956850363,-3.106373294816066,0.6385160879948008,4.294404142794456e-8,1.850346173371048e-6,A,Y75B8A.4,128.31287956850363,-4.0049655055229785,0.703030197509998,1.5234959076351483e-9,4.1590131669681385e-7,B
gst-16,55.03462148120887,4.096106748320774,0.8192552109338367,4.589739546618065e-8,1.946108035785762e-6,A,F37B1.5,55.03462148120887,3.5416641824222057,0.9007556274258641,5.187956722348884e-6,5.412158306952808e-4,B
gst-39,49.10789783127272,3.338700136885753,0.6802577128094143,4.8499934906273614e-8,2.0305916142834176e-6,A,Y53F4B.33,49.10789783127272,1.85266931135509,0.9410253486819828,3.601357100329267e-4,0.017656897555720037,B
daf-22,460.6253295647548,-2.245510269668618,0.5031331091555572,5.3017253989811324e-8,2.1921481975787204e-6,A,Y57A10C.6,460.6253295647548,-4.114310095009763,0.5210649481827531,3.511627415960888e-16,2.6471086414940166e-13,B
C23H5.15,283.07271581065646,2.5894670736411505,0.5647331306389421,5.548591284105108e-8,2.287119020327412e-6,A,C23H5.15,283.07271581065646,2.0729580945694575,0.7114347819071013,5.786385182144988e-5,0.004154142362014923,B
aqp-7,1036.8154017978582,2.041170066536074,0.4631047932845434,6.117010995340357e-8,2.498217312636856e-6,A,M02F4.8,1036.8154017978582,1.4898192185566754,0.6272308920423623,1.5803620194558766e-4,0.00903352906002717,B
C17B7.12,40.71879339041417,-4.953580613791413,1.0194153259271082,6.163518604328882e-8,2.5095133546799614e-6,A,C17B7.12,40.71879339041417,-4.437992944592063,1.0650083285436085,1.2095031014609695e-6,1.5355596743916582e-4,B
phat-6,77.8124226074532,3.6126714294168,0.7522521523041426,9.677430282135017e-8,3.8007465125765665e-6,A,T10B10.6,77.8124226074532,3.900383667688615,0.7905812124827601,9.5198497081528793e-08,1.6171677088736883e-5,B
ctl-2,331.8316729839178,-2.1889437115346357,0.5076846666160232,1.0374649361475764e-7,4.0057775260651545e-6,A,Y54G11A.5,331.8316729839178,-2.015944434635355,0.603483595526035,2.0966034891813833e-5,0.0017790354330945064,B
C32D5.12,81.56058793950702,-2.9283820286692626,0.6507412005255436,1.5648441941991587e-7,5.723718571859231e-6,A,C32D5.12,81.56058793950702,-2.782209795347375,0.7471043099316894,1.113531295005478e-5,0.0010694194617484802,B
hsp-12.2,671.5041288457547,2.250297513077246,0.5350204892762889,1.8124320959659804e-7,6.486752937013726e-6,A,C14B9.1,671.5041288457547,2.542416103032836,0.5568962660700617,7.041435126635863e-7,9.542331355320803e-5,B
zig-2,63.46505943431588,3.3137676349933165,0.7231987980154103,1.896427282011854e-7,6.7691777031382904e-6,A,F42F12.2,63.46505943431588,5.630618535991699,1.1724931192392012,2.058892274497782e-8,4.138897839264814e-6,B
ins-9,38.58879067021345,3.6564754574293628,0.7899425820872391,2.0467648547185724e-7,7.247507254181668e-6,A,C06E2.8,38.58879067021345,1.9950329901931356,1.4419129757436593,0.0010235095598101615,0.03908486010146331,B
C14C11.4,37.03260343746903,4.261623255445673,0.9228242769330512,2.3259600096531043e-7,8.106762190712417e-6,A,C14C11.4,37.03260343746903,3.27090563712123,1.2966562042582392,9.258522369694634e-5,0.00572651478466087,B
F15E6.6,15.199642359477638,-3.3461594979760534,0.7374944790187512,2.353398928487569e-7,8.159675347365493e-6,A,F15E6.6,15.199642359477638,-3.4613011234694278,0.7877087254619968,1.274065080995825e-6,1.5946585807365346e-4,B
D1054.8,57.88348658688662,2.5980857168592677,0.6119873128162412,2.5875809611300055e-7,8.879137349609509e-6,A,D1054.8,57.88348658688662,1.5728705883880065,0.8246198565530255,4.100727060479394e-4,0.019626535347794433,B
C02B8.3,262.1369683985885,2.3791705603551865,0.5783937966337055,3.2463003178291226e-7,1.0869624192091542e-5,A,C02B8.3,262.1369683985885,2.3058635557332856,0.6487547285994386,1.481314517962255e-5,0.001313686353025203,B
