gene,baseMean_A,log2FoldChange_A,lfcSE_A,pvalue_A,padj_A,compared_condition_A,gene_wb,baseMean_B,log2FoldChange_B,lfcSE_B,pvalue_B,padj_B,compared_condition_B
ceeh-2,72.32728921059002,-2.3343769971265234,0.5750191718209625,3.889884126673142e-7,1.2682810471239964e-5,A,K07C5.5,72.32728921059002,-2.1313050127456665,0.6957555026371516,4.291719154366375e-5,0.003224505045192546,B
dhs-21,153.1277214488725,-2.0499494082068095,0.510281334727544,3.9444359691391027e-7,1.280883426661415e-5,A,R11D1.11,153.1277214488725,-1.0573354633256915,0.7453445347499842,0.0013106738968480865,0.04608757396467863,B
ctl-3,623.9015440752908,-1.7611385332679959,0.4315708452817287,4.3257750218357276e-7,1.38450373257616e-5,A,Y54G11A.13,623.9015440752908,-1.9119221004122346,0.510326529018417,5.92660119239452e-6,6.057689574700874e-4,B
ugt-33,29.212605242219947,-5.351255788696256,1.2523611995102686,4.766310748993894e-7,1.518149792155615e-5,A,C35A5.2,29.212605242219947,-2.6198085235435946,2.0577825671131906,6.408073663359246e-4,0.027407012926870873,B
ech-8,119.39056647729514,-2.3677249371697946,0.5903880237805786,5.039192122672659e-7,1.5974239028872328e-5,A,F01G10.2,119.39056647729514,-2.356281147370186,0.6650026329615188,1.56320037207323e-5,0.0013761868385091405,B
gst-24,91.47479925158892,2.9452173625909794,0.7018917681992171,5.588162484229966e-7,1.749996089741239e-5,A,F37B1.1,91.47479925158892,3.9164141232044454,1.0113362254203513,4.6712329416828104e-6,5.030333974074677e-4,B
nspc-12,23.934478991855528,4.466693166091006,1.0199516104832074,5.577435430876877e-7,1.749996089741239e-5,A,F42F12.10,23.934478991855528,3.5588616452691997,1.4542288053487644,8.335946221599909e-5,0.0054053681386406725,B
gpdh-2,506.1948649905018,-1.5808837752161482,0.3801560719567439,5.690339196856826e-7,1.770120936143733e-5,A,K11H3.1,506.1948649905018,-2.086242176168944,0.43878171621801976,1.7136960433425786e-7,2.7558517305006454e-5,B
T20B3.1,153.44129702962834,-1.7279598610628493,0.42917105664141414,6.089256814371031e-7,1.8766751209846274e-5,A,T20B3.1,153.44129702962834,-1.9176668486970216,0.5139212051217307,6.264170427216045e-6,6.251084075261064e-4,B
F08D12.2,32.164484401668524,4.322657917036292,0.9938438506485066,6.485845612841476e-7,1.9896900573587882e-5,A,F08D12.2,32.164484401668524,5.366287669870422,1.3872992363397572,9.519079406163747e-7,1.2479306164971845e-4,B
gst-12,181.19039174350883,2.1412614448930594,0.5514307032732213,7.317503501348793e-7,2.2172889321414396e-5,A,F37B1.2,181.19039174350883,5.237628641473674,0.6153346806079933,5.46002510628895e-19,8.231670350868879e-16,B
F41G3.10,173.99581243098632,3.17411364849031,0.7649038557178722,8.894221607019697e-7,2.6198598777845187e-5,A,F41G3.10,173.99581243098632,1.8449455790883862,1.1595727575477053,7.423871968630241e-4,0.031090041601961573,B
nspc-13,59.03099400315294,3.549084599726636,0.8435511080311001,9.753078298598665e-7,2.835207084444162e-5,A,F42F12.6,59.03099400315294,5.976856861919744,1.3694812817047102,7.460779618620273e-8,1.3041226518866538e-5,B
nspc-7,55.48301569170469,3.2822158028669945,0.7920370059533932,1.0106223908456682e-6,2.9187476164249947e-5,A,C03G5.2,55.48301569170469,4.694187660147023,1.381637203408308,6.431636387933563e-6,6.358357907775959e-4,B
clec-218,28.326466370091673,4.001590420162129,0.9666780578951162,1.4114667265358948e-6,3.858781929589097e-5,A,W02D7.2,28.326466370091673,1.982431991417098,1.4755574049634823,0.001100738215111894,0.041358266705497054,B
F42G4.5,34.11889703767076,3.04347160047472,0.7670496527315216,1.5174945552208756e-6,4.123249491471579e-5,A,F42G4.5,34.11889703767076,1.6176442028647238,1.106249628849273,0.0010073992577132726,0.038943084766922376,B
F58A6.1,263.6582568104751,-2.202859525291257,0.599000639869125,1.8378103234167685e-6,4.864534124447486e-5,A,F58A6.1,263.6582568104751,-4.2545451601335715,0.6099315919429219,3.094505802256917e-13,1.4354936338854104e-10,B
F12A10.1,13.806468880181292,-4.355606407969781,1.0773693253787129,1.870058409231652e-6,4.940070964386947e-5,A,F12A10.1,13.806468880181292,-2.562444818112282,1.2111577286171495,2.4437650997799905e-4,0.01298425148389712,B
maoc-1,267.8942402957228,-2.0933327207851145,0.571810662440972,1.92450182982889e-6,5.043861685500362e-5,A,E04F6.3,267.8942402957228,-3.2908607365280966,0.5765359505720499,2.7116964019170843e-9,6.674647000718766e-7,B
clec-210,17.169641475126546,-5.020042090490656,1.2827948468641188,1.9994953753188197e-6,5.219859103332307e-5,A,Y73C8C.2,17.169641475126546,-2.716925625199995,1.9956647201722117,5.567762793910431e-4,0.025245408668178086,B
cyp-35C1,135.39083917688023,-2.821208168408237,0.7415271040415083,2.1449132314432153e-6,5.534374954154063e-5,A,C06B3.3,135.39083917688023,-2.8873742996649168,0.962211150074236,5.049473053394129e-5,0.0037135179571333287,B
spp-1,86.19099564028326,2.4296212939907065,0.660808506735791,2.2122319264628202e-6,5.674117892136121e-5,A,T07C4.4,86.19099564028326,3.693268724834857,0.6833107824235395,1.0572966760123425e-8,2.2372026683131336e-6,B
ZK596.1,92.15320079161158,3.0767209977600474,0.7977941335874171,2.3553876642671377e-6,6.007592214952619e-5,A,ZK596.1,92.15320079161158,5.625335195702417,0.7844903986887998,1.3859613492101223e-14,7.960038015630137e-12,B
nlt-1,467.58353988055933,-1.7278837361091535,0.46647218335275964,2.51851187418892e-6,6.308871425147966e-5,A,ZK892.2,467.58353988055933,-1.6068730110214657,0.6292389379493921,1.08442850319244e-4,0.00648022138841367,B
cyp-25A2,101.62725839878773,-2.873134202382423,0.7635976570726057,2.6641322673572072e-6,6.629954580858665e-5,A,C36A4.2,101.62725839878773,-3.8053145634158345,0.8090496670227242,2.934978546525635e-7,4.538304647390473e-5,B
ifc-1,180.36056748175363,3.0491823341232434,0.8071357476705122,3.034583625308318e-6,7.38618763937019e-5,A,F37B4.2,180.36056748175363,3.129452812098476,0.8865126621918573,1.6558226166353308e-5,0.0014471649695100527,B
B0554.5,10.365387375516274,4.543277586666652,1.1751256991995844,3.054617383891428e-6,7.42138245422089e-5,A,B0554.5,10.365387375516274,2.1617085697395537,1.8389950920690683,0.001168716184231818,0.0428446379879026,B
T01D1.4,191.62526403580486,-2.872852525727886,0.771379600439008,3.0647067308439524e-6,7.432332498079488e-5,A,T01D1.4,191.62526403580486,-1.5728728494738549,1.1510135640335317,0.0012416200672790926,0.044702028750606373,B
gst-20,495.7222818491369,1.8916189459936827,0.5313053730514672,3.3702527886302412e-6,8.070421875507739e-5,A,Y48E1B.10,495.7222818491369,3.0043979619868875,0.5364122321538157,5.718778105284606e-9,1.301399674110144e-6,B
K07B1.4,55.554980995649515,-2.472730422634608,0.6920300370164577,3.4961217475404613e-6,8.341525112540606e-5,A,K07B1.4,55.554980995649515,-1.7536662190155952,0.9745911386205414,5.027440440492007e-4,0.023038773730781642,B
gfi-1,72.44419088569583,2.833938928566586,0.7711058401764248,3.5146102632701076e-6,8.355985900924681e-5,A,F57F4.3,72.44419088569583,2.7310335525378826,0.9942088183463775,8.216040258907724e-5,0.0054053681386406725,B
K12B6.4,19.254391232667125,3.701098297439577,0.9742948428287308,4.170292264671768e-6,9.792464058525558e-5,A,K12B6.4,19.254391232667125,4.1044465233370975,1.6268294113435686,4.5275985358706294e-5,0.003370825058094794,B
fil-1,11.387618006010372,4.516468541199082,1.2704032839344834,7.507934118492024e-6,1.66047566201998e-4,A,T01C3.4,11.387618006010372,3.109082215283414,1.923796612180299,3.0896592096122684e-4,0.015789991409802362,B
dhs-28,370.89471011173,-1.4634857146761853,0.39867449069173166,7.570146943591139e-6,1.6714583152068396e-4,A,M03A8.1,370.89471011173,-2.6763591050549502,0.44563066898537296,5.841618427240734e-10,1.6775180916892974e-7,B
cyp-32B1,45.774985582643666,-4.112640504103112,1.1729997537717047,9.943608089515307e-6,2.110591200981215e-4,A,Y5H2B.5,45.774985582643666,-2.2333962456418703,1.7753129688259734,0.001016374819404495,0.03903979839757202,B
asp-6,1169.1507286610672,2.607013838883787,0.7902550547421159,1.1066722315871712e-5,2.3094410801491533e-4,A,F21F8.7,1169.1507286610672,2.1329271755301447,1.1021071077060833,3.7202085547818713e-4,0.01816576331142678,B
dlst-1,1063.8456187891595,1.2521418871661318,0.3295855413640304,1.2444850745318268e-5,2.560907926169512e-4,A,W02F12.5,1063.8456187891595,1.314135119600794,0.46526880492276174,6.0252539277752965e-5,0.004288828703223034,B
fip-2,289.14592056773256,1.1136878067750038,0.28156493934301097,1.2473570830534533e-5,2.562286933462239e-4,A,T27E4.4,289.14592056773256,1.8106504956376532,0.34943984925531185,1.0371229118482238e-8,2.233703471393112e-6,B
spp-23,359.0627260022435,4.767222221569948,1.4714782915133198,1.3858271791630709e-5,2.7998335452772573e-4,A,Y34D9A.11,359.0627260022435,18.832916388410524,2.060452252404037,2.7060424475584975e-20,4.6625111371432913e-17,B
gst-14,38.01698660281632,3.4575550332488576,1.0226173658927524,1.4046599566289255e-5,2.829295410371787e-4,A,F37B1.3,38.01698660281632,5.891915842377713,1.4115000718013195,1.6961965838642025e-7,2.7558517305006454e-5,B
asp-13,102.04592586101045,3.4038337294229923,1.014184467797277,1.4890374783683586e-5,2.9746865457893197e-4,A,F28A12.4,102.04592586101045,4.849923779380312,1.1853096063078323,9.642326821686817e-7,1.250495739745857e-4,B
K05B2.4,46.2222598074262,-2.4126150575109144,0.7639057214297539,1.6217196294533322e-5,3.189302089592565e-4,A,K05B2.4,46.2222598074262,-3.9602065036087817,0.7728818515279137,3.5412968062057946e-8,6.673684496820014e-6,B
K08D8.3,135.7486626537753,3.129806515557391,0.9743511618109355,2.0734361684409526e-5,3.9436755923746917e-4,A,K08D8.3,135.7486626537753,4.115908690818705,1.0560184780674706,3.686878341001217e-6,4.1173555250755255e-4,B
F01D5.2,20.151752626776403,3.60277863774933,1.1171102074977237,2.2460132232070174e-5,4.2058256053133935e-4,A,F01D5.2,20.151752626776403,3.217398023618594,1.9628252244319617,2.6869929505781505e-4,0.01415188732616728,B
F47E1.2,73.95355258436513,-2.694558401500081,0.8685045222178633,2.330891427536281e-5,4.358636020536242e-4,A,F47E1.2,73.95355258436513,-2.427975173853626,1.1256204409796833,2.3830872260773876e-4,0.012831435282910433,B
gba-2,78.14243319357458,-4.532451118829307,1.5682274196497419,3.4696657595742536e-5,6.159350656396214e-4,A,C33C12.8,78.14243319357458,-3.791547692423446,2.5374353551754343,1.0853202225848281e-4,0.00648022138841367,B
F35E8.10,95.10014714014706,4.37739262362452,1.486676267516013,3.48815590146899e-5,6.175705807467836e-4,A,F35E8.10,95.10014714014706,4.000974257076731,1.2344109611177225,1.7163563465466632e-5,0.0014786409925499505,B
F36D1.7,20.71823746379457,3.4629867846776814,1.1328947268580525,3.532988652865417e-5,6.246774359130168e-4,A,F36D1.7,20.71823746379457,3.9175644814895985,1.7228760919257629,7.28669742897975e-5,0.004937351555669931,B
haf-9,82.13553756085398,2.507777368054129,0.8533795692528097,3.7061791641173645e-5,6.518371121672206e-4,A,ZK484.2,82.13553756085398,2.124604971005893,1.2518260537278787,5.664952847621549e-4,0.025399626875525466,B
clec-43,21.603146353327183,4.0477890331200825,1.3645548571348958,3.9808811461638825e-5,6.919249553528189e-4,A,R07C3.1,21.603146353327183,5.588484454342076,1.4084989809552215,5.231447524140024e-7,7.423116304547393e-5,B
ifb-1,417.97343705654447,1.4841371342738456,0.4696992292695696,4.771799663118824e-5,8.011568816489789e-4,A,F10C1.2,417.97343705654447,1.694619058354531,0.6582631402520672,1.0545573837406892e-4,0.006359508302648226,B
cdh-7,35.91794915580142,3.8849582626204335,1.4199291195268664,7.19836322334892e-5,0.0011409405709008039,A,R05H10.6,35.91794915580142,2.33959374861918,2.048188173313844,9.359242886018674e-4,0.037032124765521,B
unc-60,381.6666749220111,1.2759724262393155,0.3876718497047346,7.273109778510573e-5,0.0011500496863549854,A,C38C3.5,381.6666749220111,3.158274656274804,0.43948214681968517,1.9791159822817845e-13,9.54804714492024e-11,B
let-805,311.23080292686245,1.8614028415681503,0.6808667214440469,8.827275917647952e-5,0.0013539902254327745,A,H19M22.2,311.23080292686245,1.9853579864014823,0.9192779821006651,2.5041228030925117e-4,0.013246589968464378,B
K04G2.9,68.82616439088514,2.043076909718507,0.7641131070157781,9.346929312095617e-5,0.0014271217529958835,A,K04G2.9,68.82616439088514,1.4865828859348877,1.0931325109981629,0.0012867992931567026,0.045781965412280204,B
ram-2,78.0813551306199,2.1603618194679397,0.8189098667008622,1.011631158019991e-4,0.0015184731948002436,A,F38A3.2,78.0813551306199,1.5997823847776562,1.1589598375134362,0.001197850550386455,0.043647357970426084,B
F16B4.4,320.0944139378367,-1.5646722174319636,0.5531187404400822,1.1555962597581075e-4,0.0016888703185970848,A,F16B4.4,320.0944139378367,-1.8299764184419203,0.7831627472843468,1.762309435481506e-4,0.009932343038010487,B
D2021.4,51.78598244609014,-1.5499461978308875,0.5482524187092342,1.2139388251141423e-4,0.0017529697958318536,A,D2021.4,51.78598244609014,-1.3880058976963423,0.8561606387918855,7.544128169664916e-4,0.03137576891528571,B
mxl-3,270.3721221610188,-1.214573191114927,0.3802441687750435,1.3331634531688405e-4,0.0018943157113649885,A,F46G10.6,270.3721221610188,-1.2345586214239301,0.6009467397099996,3.3068859951538405e-4,0.01648113718493821,B
Y34B4A.5,16.399393312994462,2.9442625170683185,1.1517755269669185,1.3515359359797137e-4,0.0019117818083471258,A,Y34B4A.5,16.399393312994462,2.028319480757543,1.393229034384262,8.916702386959574e-4,0.035664279877988536,B
mup-2,345.35413575539377,1.7527629726367306,0.6838292647017495,1.8710820224799638e-4,0.002518866132183846,A,T22E5.5,345.35413575539377,4.590110143601241,0.6785208165740656,9.0099294118942845e-13,4.0247688384021096e-10,B
prx-5,57.516524664578824,-1.2234474258456696,0.3988224303929132,1.9396234905427482e-4,0.002595391673677,A,C34C6.6,57.516524664578824,-1.866498698144543,0.5627064848385106,1.979550078457172e-5,0.0016932874820051028,B
cyp-35A2,33.299839744801275,-2.158210065886889,0.9136849540134977,2.559150651589601e-4,0.0032357580033489032,A,C03G6.15,33.299839744801275,-2.1726185434296563,1.3494177257206759,6.453272413489079e-4,0.027502798084484727,B
prx-12,55.62800121496617,-1.4015937023083866,0.5202219378913328,3.036191159652122e-4,0.003746220765791209,A,F08B12.2,55.62800121496617,-2.3895969127446826,0.659617336884722,1.3007343346954044e-5,0.0012067812931354826,B
dhs-18,164.20349876996607,-1.4140338732914974,0.5312174597187813,3.211580695574162e-4,0.0039228426954930635,A,C45B11.3,164.20349876996607,-3.8385429007467753,0.5979915185641335,2.1498537658165433e-11,7.408396077003809e-9,B
F01D4.8,122.01217485002678,-1.3208484225682244,0.4784316373073151,3.3532515161224677e-4,0.00405624884094219,A,F01D4.8,122.01217485002678,-2.457220470809694,0.5672456240992932,1.5824436551923956e-6,1.889688408443117e-4,B
dod-17,76.17416100920873,2.0859067959966744,0.9304717248372838,3.8990115411851255e-4,0.004622568090769257,A,K10D11.1,76.17416100920873,3.2426498431488247,1.0004859474763648,2.8505855900690026e-5,0.002292060853454816,B
oig-2,66.73879002681258,2.4023831758577896,1.0951148308078429,4.0252066487946096e-4,0.004729738567669275,A,Y38F1A.9,66.73879002681258,3.26547239878157,1.1407834822201248,5.4856968923302334e-5,0.004009878195054239,B
fbxa-44,20.555134878494922,2.713134999605718,1.25136543363336,4.0209718887559834e-4,0.004729738567669275,A,F09C6.2,20.555134878494922,4.299278582681287,1.5615910727993803,2.756969167385589e-5,0.0022760204637395478,B
Y73C8B.3,42.824529555136905,-1.4943282069604598,0.5982437683180334,4.127601028678529e-4,0.004816378623648197,A,Y73C8B.3,42.824529555136905,-2.2882931790938716,0.8663513054307206,1.0342038342687441e-4,0.0062997638611693545,B
hpo-15,35.29552193297781,2.080511165587651,0.9786742479053766,5.623233087746663e-4,0.006233782292278024,A,C24G6.6,35.29552193297781,1.6182992985581282,1.2016481637227663,0.0012770361265008147,0.04556903172108381,B
mup-4,321.1424491756363,2.2249164492179605,1.0606568773583631,5.694026968915843e-4,0.006301768500760227,A,K07D8.1,321.1424491756363,1.8700351349110762,1.4608606640662518,0.0013029994624810806,0.04599852623628683,B
tni-1,318.6589998099162,1.4963589024165922,0.6341293129818083,6.226779908868418e-4,0.00676762022095299,A,F42E11.4,318.6589998099162,3.0980568667541357,0.6723148251983248,6.586597701377178e-7,9.027381235944335e-5,B
fipr-2,785.0623712124808,1.1960784655705687,0.44400995714811964,6.761117513388431e-4,0.007259477304294643,A,F23H12.9,785.0623712124808,1.7608868520185208,0.6640742821670422,9.088686125913692e-5,0.005659285097197842,B
C09F9.2,434.30213483359194,1.765488091130683,0.8219662284037893,7.022547950762054e-4,0.007497851115994066,A,C09F9.2,434.30213483359194,3.61031019374621,1.3621739393920784,6.045111346885961e-5,0.004288828703223034,B
K09H9.8,121.56619826455348,1.6639362100087733,0.7569076332694508,7.031335905594239e-4,0.007501218449285392,A,K09H9.8,121.56619826455348,3.214836742845404,0.8037719885499326,5.020792656761937e-6,5.311910546772432e-4,B
C29F5.1,194.56258356438423,1.94022282404436,0.9666667390790864,8.937660547361748e-4,0.009056013129952384,A,C29F5.1,194.56258356438423,4.249570420051062,0.9010557606810362,1.7982045509769145e-7,2.8537033012279692e-5,B
tni-3,80.3503013641881,1.7041109295840782,0.8227212632138151,9.659219209109709e-4,0.009653713766822997,A,T20B3.2,80.3503013641881,2.9691283140425373,0.8983477919311633,2.774023780529919e-5,0.0022760204637395478,B
C39E9.8,83.17667661478856,-1.1221641411729806,0.425221166698162,0.0010663057042712431,0.010508359842092769,A,C39E9.8,83.17667661478856,-1.7435039893496895,0.6561263271656844,8.934026941944317e-5,0.005612150986812001,B
linc-1,19.649217630875093,-2.568041939999839,1.4486363618247062,0.0011675684965570957,0.011272666398231452,A,W09C5.11,19.649217630875093,2.372074537368213,1.917262551131157,8.872741134417551e-4,0.035664279877988536,B
T07D3.9,61.211543912269406,2.1699770009190362,1.173882871305945,0.0012045147711009533,0.011549141825409231,A,T07D3.9,61.211543912269406,3.5652727672553697,1.4122386782666247,7.472117236821773e-5,0.005034704245436167,B
pqn-75,61.631338155841895,1.6093659310954613,0.7861460358828086,0.001211709756311826,0.01159791782569062,A,W03D2.1,61.631338155841895,2.187883622574999,1.0698441726893884,3.0355340332128693e-4,0.01564597263870958,B
mtd-1,9.815032838293993,2.8261621181060197,1.8152482714554936,0.0014527426961303224,0.013413187417669286,A,ZK337.5,9.815032838293993,-2.6358825010975515,2.314598227831448,5.647297511833525e-4,0.025399626875525466,B
M7.12,34.65328389009012,1.5781292349785934,0.8092411848919316,0.0016869048358599834,0.01502304413688282,A,M7.12,34.65328389009012,2.276556479712102,1.1662181669915552,3.4983536829171093e-4,0.017292476954780023,B
fat-5,135.5229719594371,-1.1022927767079695,0.455045639124958,0.0020415466225325537,0.017401505590523957,A,W06D12.3,135.5229719594371,-4.347367934233374,0.5845881324023656,9.541121254314572e-15,5.753773172414402e-12,B
cdr-1,29.520641821423148,-1.6754828573530118,0.9561953344604904,0.0024904712435544368,0.020492052294781307,A,F35E8.11,29.520641821423148,-2.3405782473574703,1.45490631167,5.95709004444294e-4,0.02608515913888798,B
ilys-4,139.19576515161214,1.038748540208019,0.42677516161697937,0.0025426667338355794,0.02081984310841753,A,C55F2.2,139.19576515161214,1.11499198492359,0.7364040653774213,0.0010397392396830191,0.03955929012560534,B
spp-5,455.0061347635739,1.192780798315374,0.5463654691904428,0.0026070201211104162,0.021229275775207387,A,T08A9.9,455.0061347635739,2.7861555832142932,0.673921098231367,3.5472184339885425e-6,4.0324132006375527e-4,B
clec-1,488.63557706272917,1.0420292553593773,0.4324499634775538,0.0026675838948121374,0.021577285525837667,A,F25B4.9,488.63557706272917,1.7162165877936855,0.683750951347575,1.2143269987945807e-4,0.0071097077342045815,B
acp-6,46.48089551677274,1.6339103969704971,0.9495358115053105,0.002872428517830022,0.022845587387329103,A,Y73B6BL.24,46.48089551677274,3.06503072404084,1.2846463902717193,1.2807439311866983e-4,0.007462344229006167,B
C45G9.6,70.65990258739696,1.3032524704975668,0.6866431549340988,0.0036154550721850453,0.02698215741652001,A,C45G9.6,70.65990258739696,2.9589662036698297,0.8603984483531399,2.1092949749814642e-5,0.0017790354330945064,B
asah-2,79.00031228782639,1.0970269720470307,0.5023331659697217,0.003697673872858174,0.027441934193552803,A,F27E5.1,79.00031228782639,1.3735061373198525,0.9014451007955661,9.288766209710202e-4,0.03697419447370123,B
cyp-13A10,33.5241624096886,-1.150506114309815,0.5599473807786882,0.004079400043970439,0.0294380120246192,A,ZK1320.4,33.5241624096886,-1.7486933199870527,1.0082250862074758,5.712812028378444e-4,0.025425175599362516,B
gcy-15,10.978940513232452,1.6747535869538488,1.0798657080567222,0.004210299240912282,0.03015380532195058,A,ZC239.7,10.978940513232452,2.150536988780848,1.9184495344840449,0.0012139899903441036,0.04396976959021091,B
K09F6.13,115.57494338325839,1.2153947768876168,0.6261996673575314,0.004244308131191396,0.03034839874257908,A,K09F6.13,115.57494338325839,1.4112471519832435,1.0518519754316387,0.0013635487779432198,0.04766887481383529,B
F25E2.2,25.523740465647606,-1.5368821613624035,0.9484252546589124,0.004311428271499401,0.030663651713003753,A,F25E2.2,25.523740465647606,-2.110145407891433,1.4765401625876413,8.93011568124744e-4,0.035664279877988536,B
tmem-135,98.09831693416379,-1.3311507094011095,0.7654506466847316,0.004879145333909012,0.0337224668258528,A,K02G10.3,98.09831693416379,-2.2534551832897627,1.2259507468317599,4.27156299575498e-4,0.020363368099526016,B
hsp-12.1,25.33273615950481,-1.3855204284968903,0.8412288458044315,0.005346659861182671,0.03617145802428155,A,T22A3.2,25.33273615950481,-3.0507009871362847,1.1415982569089331,8.311507464142347e-5,0.0054053681386406725,B
srd-33,17.131252600464933,1.6677436880967476,1.1586594161329113,0.0055690106192971,0.03733424339643584,A,T19H12.4,17.131252600464933,-2.2288834553836447,1.6814280129987749,9.504529704854568e-4,0.0372188742760555,B
T11G6.3,42.68035071530284,-1.0235771180633941,0.49263461595490765,0.006150373988891867,0.04040263696550903,A,T11G6.3,42.68035071530284,-2.7614613129843657,0.6396777680337996,1.9403939198529263e-6,2.2721447638200142e-4,B
coh-3,24.17541214507152,1.903543515146113,1.582843592786681,0.006816215538025919,0.04344236173924226,A,F08H9.1,24.17541214507152,-4.642912856108333,2.3282710593111813,3.25240981388012e-5,0.0025638767820397464,B
