gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_wb
far-7,120.22449068634974,-1.503973751888743,0.8873339635954424,4.065237515836398e-5,0.0094949355209625,K01A2.2
F16B4.5,620.9868682293471,-1.5212157643141282,0.9018234147470752,4.2151867978958676e-5,0.009599034135508364,F16B4.5
F17C11.4,167.46617630557475,-1.1133499294500928,0.6432687475404475,4.498699623549425e-5,0.009994793870954076,F17C11.4
F21C10.10,150.75975662185485,-1.8204427460920103,1.1294148404974893,6.062605128225999e-5,0.012272060025113472,F21C10.10
F53C11.9,169.25951341481203,-1.6436493092321658,1.0455548894867013,6.571246889036212e-5,0.0130124973722241,F53C11.9
C25H3.10,26.561291250567507,-1.9854156333393962,1.2897625551430407,7.564069562363384e-5,0.014371985463665724,C25H3.10
C02F12.8,20.273083255713395,-2.367952332490888,1.6057110090437643,7.573337383422492e-5,0.014371985463665724,C02F12.8
icl-1,199.19612007328664,-1.8682006193116465,1.2424177866199304,8.353262043728424e-5,0.015528543664555554,C05E4.9
C46F9.5,187.2095894198578,-1.5016912489406904,1.0161233615825624,8.909064437679311e-5,0.015540019250902995,C46F9.5
hsp-12.6,52.27017719903915,-2.310357440014517,1.6693858526696568,9.041837965724653e-5,0.015540019250902995,F38E11.2
W06G6.9,77.59404307991032,-2.0971049890841846,1.4167018551139468,8.545601278608476e-5,0.015540019250902995,W06G6.9
lron-2,20.662375982949836,-2.353529183288545,1.7346356034397592,9.002985178640515e-5,0.015540019250902995,ZK682.5
ttr-15,550.7626058940889,-1.590293193092762,1.097366479003895,9.813769781659571e-5,0.01655437572984019,T07C4.5
F46F2.3,102.43930391067906,2.115193071091427,1.5102837319629794,1.0022792108461277e-4,0.016599566057449777,F46F2.3
C05D9.9,111.17600272428145,-1.8018943633282973,1.2585565317019283,1.0251161938137978e-4,0.01667461323116051,C05D9.9
Y39H10A.1,934.526749018977,-1.8411379404634727,1.3056216530070177,1.0802772875139013e-4,0.01700128183165589,Y39H10A.1
scl-21,20.090754904848286,-2.16540134110282,1.6204139101014754,1.0868806524105514e-4,0.01700128183165589,Y43F8B.5
F23A7.4,221.85316091110883,1.2529804792315642,0.8699361996161018,1.1011918191543501e-4,0.01700128183165589,F23A7.4
R05D7.1,114.34606238497791,-1.880555355990469,1.4093430301251664,1.2898675016048122e-4,0.019226163562650996,R05D7.1
Y69H2.10,140.2677574096464,-1.607284598750324,1.1926912213560916,1.3508337556369126e-4,0.019226163562650996,Y69H2.10
Y41G9A.10,321.6771186381958,-1.2969526013087618,0.9382026116170434,1.3201624378434817e-4,0.019226163562650996,Y41G9A.10
M01H9.3,975.9414641707409,-1.1527665727754373,0.8239468557735371,1.4175335615475385e-4,0.019564110927479585,M01H9.3
hil-1,450.2997138425838,-1.7890545555757416,1.3589005792778557,1.3976547374775462e-4,0.019564110927479585,C30G7.1
T04C12.7,101.75742710176885,-1.1812778498513998,0.8557228639680787,1.463195891842579e-4,0.01989291250566276,T04C12.7
W06G6.10,66.62737110365494,-1.2069909991232055,0.8903276289993823,1.5559537603701987e-4,0.020689195672417202,W06G6.10
C18B2.3,17.694618321507267,-1.6376014043330547,1.3723450154819994,2.045618092918307e-4,0.024844713611190478,C18B2.3
cpr-6,173.96653406450602,-1.3422759147555896,1.0728247174838548,2.0220132289974234e-4,0.024844713611190478,C25B8.3
pgph-3,77.898894217616,1.4663225742985162,1.2250735819237861,2.2344285293519642e-4,0.026432999316710445,C53A3.2
clec-248,568.8383027400205,-1.2306511073763604,1.012301674537175,2.46473804487695e-4,0.027717652902202634,Y51A2A.11
ttr-43,118.06871609236077,-1.1003093253724499,0.8851307095748417,2.614258963010258e-4,0.029040591334220045,C14C10.7
F14F9.6,24.720909264253226,-1.6267314344871222,1.891729867927601,2.675777552739093e-4,0.029365852684217347,F14F9.6
R08F11.4,35.7859855873455,-1.411415029478524,1.2454418312177369,2.771404411400813e-4,0.029699673862882366,R08F11.4
F36D1.5,35.31253932217583,-1.4990973843523419,1.3807077989902417,2.914688158594787e-4,0.02991301023707182,F36D1.5
gst-41,145.72365677058312,-1.5584680500988743,1.468502255935214,2.8997815822698293e-4,0.02991301023707182,R13D7.7
fbxb-98,102.23572608706496,-1.2516404690110068,1.1036437741408605,3.137675598644093e-4,0.03073235164306349,C16C4.6
irg-4,63.545295404628476,1.1971456304058485,1.0385185520679796,3.1196642210162015e-4,0.03073235164306349,F08G5.6
T22B7.3,37.938342894814234,-1.4724859077769246,1.4671347384282207,3.5159265147480375e-4,0.03336101523212487,T22B7.3
dao-6,108.60753237601098,-1.2421765829831553,1.1521363638248372,3.735308540103292e-4,0.034368611607879684,T05G5.12
F56H9.9,38.2767842338908,-1.316363591124109,1.642182973039467,4.998305662279991e-4,0.041117045417562,F56H9.9
W01F3.2,27.048833741151366,-1.2780638233627675,1.3545816088050702,4.956937604614098e-4,0.041117045417562,W01F3.2
mlt-11,160.03599515259862,1.2743483184777828,1.6952188860147992,5.010420508672062e-4,0.041117045417562,W01F3.3
E04F6.8,29.997063926643936,-1.1337336417401078,1.2375284804225857,6.395814509321242e-4,0.04814832592182412,E04F6.8
K10G4.16,43.863127038211665,-1.0315651147920544,1.0716610476688815,6.730062100521671e-4,0.049438819091654755,K10G4.16
