"query";"significant";"p_value";"term_size";"query_size";"intersection_size";"precision";"recall";"term_id";"source";"term_name";"effective_domain_size";"source_order";"parents";"evidence_codes";"intersection";"tp"
"query_1";TRUE;0,00268915812750097;118;1113;24;0,0215633423180593;0,203389830508475;"GO:0006631";"GO:BP";"fatty acid metabolic process";15255;2616;"c(""GO:0032787"", ""GO:0044255"")";"IBA IEA,IEA,IEA,IEA,IBA,IBA IEA,ISS IBA,IBA IEA,IDA IBA IEA,IBA,IBA,IMP,IBA,IBA,IBA,IBA,IMP,IBA,IBA,IEA,IBA,IMP,IBA,IBA IEA";"T08B2.7,R09B5.6,Y56A3A.19,B0272.3,F09F3.9,C15F1.6,E04F6.3,B0303.3,F08A8.1,K11D12.4,T02G5.8,F27D4.5,W01A11.5,T25G12.5,F27D4.1,B0365.1,M03A8.1,R07H5.2,T02G5.7,F32H2.5,C17C3.1,K04A8.5,F09E10.3,K05B2.4";"9h"
"query_1";TRUE;0,00275305380427048;123;1113;22;0,0197663971248877;0,178861788617886;"KEGG:04141";"KEGG";"Protein processing in endoplasmic reticulum";15255;259;"KEGG:00000";"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG";"C14B1.1,Y38F2AR.9,K08A8.1,C07A12.4,T04G9.5,C24F3.1,Y56A3A.21,Y71F9AM.6,F32D8.6,B0403.4,Y47H9C.5,F47H4.10,T22D1.4,C52E4.5,ZK686.3,Y38F2AR.2,Y77E11A.13,C15H9.6,T05E11.3,F52D1.1,C14B9.2,T09A5.11";"9h"
"query_1";TRUE;0,00287376330056509;39;1113;11;0,00988319856244385;0,282051282051282;"MIRNA:cel-miR-60-3p";"MIRNA";"cel-miR-60-3p";15255;113;"MIRNA:000000";"MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA";"C05C10.3,F49H12.5,C15C8.3,C37H5.6,F55A11.1,C09G4.2,C16A3.10,C10E2.6,T05F1.1,ZC247.1,C06G8.1";"9h"
"query_1";TRUE;0,00540630323858085;6;1113;4;0,00359389038634322;0,666666666666667;"WP:WP499";"WP";"Fatty Acid Beta Oxidation 3";15255;42;"WP:000000";"WP,WP,WP,WP";"T08B2.7,B0303.3,T02G5.8,T05G5.6";"9h"
"query_1";TRUE;0,00558217330809489;3;1113;3;0,00269541778975741;1;"WP:WP148";"WP";"Fatty Acid Beta Oxidation 2";15255;38;"WP:000000";"WP,WP,WP";"T08B2.7,B0303.3,T05G5.6";"9h"
"query_1";TRUE;0,00589329060809731;66;1113;17;0,0152740341419587;0,257575757575758;"HP:0033107";"HP";"Abnormal circulating proteinogenic amino acid concentration";15255;13070;"HP:0003112";"HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP,HP";"R02D3.1,C49F5.1,K02F2.2,F23H11.3,T21C12.2,Y17G7B.10,F27D4.5,ZK669.4,T03F6.1,F42D1.2,K08F8.4,C15H9.7,F32G8.6,Y39E4A.3,F32B6.2,ZK546.17,Y53H1C.1";"9h"
"query_1";TRUE;0,00626687465379542;18;1113;7;0,00628930817610063;0,388888888888889;"KEGG:00650";"KEGG";"Butanoate metabolism";15255;114;"KEGG:00000";"KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG";"T08B2.7,C05C10.3,R09B5.6,B0272.3,T02G5.8,T02G5.7,T05G5.6";"9h"
"query_1";TRUE;0,00626765444549311;35;1113;11;0,00988319856244385;0,314285714285714;"GO:0016712";"GO:MF";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen";15255;3689;"c(""GO:0004497"", ""GO:0016705"")";"IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA";"T10H4.11,K07C6.4,K07C6.2,C06B3.3,T09H2.1,K07C6.3,C03G6.15,F41B5.3,C25E10.2,T10H4.10,K09D9.2";"9h"
"query_1";TRUE;0,00626765444549311;35;1113;11;0,00988319856244385;0,314285714285714;"GO:0008395";"GO:MF";"steroid hydroxylase activity";15255;2125;"GO:0004497";"IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA,IBA";"T10H4.11,K07C6.4,K07C6.2,C06B3.3,T09H2.1,K07C6.3,C03G6.15,F41B5.3,C25E10.2,T10H4.10,K09D9.2";"9h"
"query_1";TRUE;0,00702051282583478;266;1113;40;0,0359389038634322;0,150375939849624;"GO:0006955";"GO:BP";"immune response";15255;2901;"c(""GO:0002376"", ""GO:0050896"")";"HEP,IMP HEP IBA,HEP,HEP,HEP,HEP,HEP,IGI,HEP,IMP HEP IBA,IMP,HEP IBA,IMP IGI,IMP,IGI,HEP IBA,IMP,IMP,IGI,IBA,IGI,IBA,HEP,HEP,IMP IGI,IMP HEP,HEP,HEP,HEP,IBA,IMP IEP,HEP,IMP,HEP,HEP,IMP HEP,IMP,HEP,IBA,IEA";"F55G11.2,F08G5.6,K10C2.3,F21F8.4,F53E10.4,K01D12.11,K12H4.7,Y46C8AL.4,F01D4.2,F35E12.7,E04F6.3,C17H12.6,F08B1.1,M60.2,F25E2.5,F35E12.8,R09B5.10,F32G8.3,Y46C8AL.3,Y46E12A.1,F58B3.1,C37A5.2,F27C8.4,ZK6.11,F32A5.5,F49F1.1,C14C6.5,F54B8.4,Y41C4A.8,Y57A10B.1,C05A9.1,K08D8.4,C50F4.8,M04C3.2,F44G3.10,C32H11.12,F26F12.5,C29F3.7,C37A5.4,F43E2.4";"9h"
