gene,baseMean_A,log2FoldChange_A,lfcSE_A,pvalue_A,padj_A,compared_condition_A,gene_wb,baseMean_B,log2FoldChange_B,lfcSE_B,pvalue_B,padj_B,compared_condition_B
dhs-6,915.060324302493,-3.726133393090472,0.46136726740077577,9.680967056054985e-17,3.2223098846079023e-14,A,C17G10.8,915.060324302493,-2.578413227066399,0.5335970591656893,3.57410218840179e-7,6.247427028161448e-5,B
fipr-26,159.52063179545544,-7.32648562773267,0.9844628537910425,1.8086319135117547e-16,5.873201291828171e-14,A,F53B6.8,159.52063179545544,-2.6969427536185555,1.4053925990504208,3.1712481861379953e-4,0.01542275176331063,B
nspc-20,386.2006357516555,3.632811849176915,0.4548931023906151,2.174209798521618e-16,6.89224506131353e-14,A,D1025.4,386.2006357516555,3.996048202436619,0.5640307608593301,1.3095525025347763e-13,9.87157045816996e-11,B
acs-7,77.58195974479277,-4.169250433594253,0.5275577590873048,2.424208058282875e-16,7.506024671622837e-14,A,C01G6.7,77.58195974479277,-3.626030486316843,0.6036821204531178,2.7203056408242336e-10,1.2619079359223491e-7,B
cyp-35C1,135.39083917688023,-5.1667010802795845,0.669421944442942,2.6322706640376366e-16,7.965011732044794e-14,A,C06B3.3,135.39083917688023,-3.5866923840010827,0.8665657846036589,2.5745428403806075e-6,3.074411999785199e-4,B
F59E11.5,228.4464570326229,-2.9330024576625937,0.3701315772265409,3.8826837233582823e-16,1.1237837194085253e-13,A,F59E11.5,228.4464570326229,-1.6576161926865733,0.480456466577069,2.4587909411407816e-5,0.0021646333971605085,B
cyp-13A12,147.5182005641697,-5.382705849647817,0.7097632404183085,5.471019289698983e-16,1.5498117196394098e-13,A,F14F7.3,147.5182005641697,-1.7009863624068646,1.2324111665487094,0.0012972320417114023,0.04615314352531334,B
dhs-9,485.23877213873726,-3.176179441559986,0.40459435019052975,7.730536458342784e-16,2.1442575501328297e-13,A,Y32H12A.3,485.23877213873726,-2.462875460571844,0.46717766836408264,4.332679965272373e-8,1.0246363345323546e-5,B
dod-24,189.6871553560608,6.28617795669893,0.8519565383863588,8.032964728956112e-16,2.1826712734963608e-13,A,C32H11.12,189.6871553560608,4.205173603388802,0.8849180447481622,1.0914732200473181e-7,2.3095190363141586e-5,B
Y87G2A.2,181.4729724120207,-3.762506495125428,0.48552184642705093,1.2694850888704091e-15,3.3141028378863973e-13,A,Y87G2A.2,181.4729724120207,-2.9544036437314976,0.5720668298566317,6.04271466399278e-8,1.3751166332531493e-5,B
cyp-13A10,33.5241624096886,-5.4478374671392595,0.7316358865774966,1.421847149786014e-15,3.640475567740575e-13,A,ZK1320.4,33.5241624096886,-3.2360944328860115,0.7397448390907534,1.5967633824449632e-6,2.0708132425450217e-4,B
ugt-41,117.67709509967207,-4.92656668560573,0.6611921665537792,2.8868349733643177e-15,7.251947327428779e-13,A,F10D2.11,117.67709509967207,-4.231841362546482,0.781148206606533,3.6581484396118926e-9,1.1610770613199746e-6,B
nspc-19,152.8670260221912,4.413546935585595,0.5869024603243331,3.5022624668362428e-15,8.635022682121802e-13,A,D1025.9,152.8670260221912,4.3171124877584175,0.7526046992411063,5.346483617875235e-10,2.080127061780426e-7,B
F11C7.2,95.89456211187922,5.160980788960094,0.7065449250784807,6.148602265361931e-15,1.4884089192914318e-12,A,F11C7.2,95.89456211187922,4.593338305685276,0.859224516720976,3.121998878422115e-9,1.0459563464624758e-6,B
ech-8,119.39056647729514,-3.8937875272928917,0.5203265253934014,8.613023463745728e-15,2.047746328505547e-12,A,F01G10.2,119.39056647729514,-2.4406649536583487,0.6233059869830455,9.730063245423144e-6,0.001029423621079373,B
pmp-2,139.3548695834084,-2.7646008194174034,0.3722549768341355,1.4146269380103362e-14,3.3042707109946694e-12,A,C44B7.9,139.3548695834084,-2.447731749406434,0.43095355357349274,4.7673069191990895e-9,1.474320224422057e-6,B
dhs-3,54.79670399422982,-4.74149998413636,0.6546261473992766,1.763164559630359e-14,4.0473746460204484e-12,A,T02E1.5,54.79670399422982,-1.8774238843325954,1.0566688887451805,6.109829467415705e-4,0.025856369546140637,B
